iso3c,location,date,estimate,estimate_top_95,estimate_top_50,estimate_bot_50,estimate_bot_95,official_covid_deaths,known_excess_deaths,demography_adjusted_ifr_percent,aged_65_older_pct
ABW,Aruba,2022-06-13,87.65447857643663,151.09962497461933,0.619,0.364,17.530895715287325,0,FALSE,0.598942585166585,13.085
ABW,Aruba,2021-09-13,227.06683974086442,227.2338006524386,1.36,0.791,50.589156206972,0.625,TRUE,0.598942585166585,13.085
ABW,Aruba,2020-09-21,168.12963795518414,168.12963795518414,1.007,0.445,40.90542333567043,0.75,TRUE,0.598942585166585,13.085
ABW,Aruba,2022-08-29,9.516771959727405,72.96191835791011,0.225,0.006,0,0,FALSE,0.598942585166585,13.085
ABW,Aruba,2020-11-02,0,77.13594114726423,0.297,-0.073,0,0.25,TRUE,0.598942585166585,13.085
ABW,Aruba,2020-02-03,0,13.690794749081531,0.01,-0.107,0,NA,TRUE,0.598942585166585,13.085
ABW,Aruba,2021-03-22,120.04489542182463,135.07137746349952,0.719,0.473,38.56797057363212,0.375,TRUE,0.598942585166585,13.085
ABW,Aruba,2022-05-23,33.39218231483301,104.68449155700146,0.341,0.097,0,0,FALSE,0.598942585166585,13.085
ABW,Aruba,2022-01-24,166.29306792786835,268.4731458112574,1.176,0.8,68.95485648013015,1.125,FALSE,0.598942585166585,13.085
ABW,Aruba,2020-02-24,0,29.38512043705304,0.065,-0.107,0,NA,TRUE,0.598942585166585,13.085
ABW,Aruba,2020-05-25,0,39.40277513150294,0.018,-0.501,0,0,TRUE,0.598942585166585,13.085
ABW,Aruba,2022-09-12,12.855990191210706,85.65094763754665,0.251,0.052,0,0.125,FALSE,0.598942585166585,13.085
ABW,Aruba,2020-02-17,0,17.196973892138995,0.009,-0.107,0,NA,TRUE,0.598942585166585,13.085
ABW,Aruba,2022-07-18,14.35863839537819,67.11828645281435,0.209,0.011,0,0,FALSE,0.598942585166585,13.085
ABW,Aruba,2021-08-09,349.44918792472737,349.44918792472737,2.093,0.905,74.4645665620776,0.125,TRUE,0.598942585166585,13.085
ABW,Aruba,2020-07-06,0,33.225221403258836,0.021,-0.256,0,0,TRUE,0.598942585166585,13.085
ABW,Aruba,2020-01-06,0,10.0176546944499,0.02,-0.014,0,NA,TRUE,0.598942585166585,13.085
ABW,Aruba,2020-10-12,82.14476849448918,89.65800951532661,0.492,0.286,12.188146544914044,0.375,TRUE,0.598942585166585,13.085
ABW,Aruba,2022-06-06,84.4822212565275,153.93796047138014,0.632,0.347,22.539723062512277,0.375,FALSE,0.598942585166585,13.085
ABW,Aruba,2021-07-05,84.4822212565275,84.4822212565275,0.506,0.059,0,0,TRUE,0.598942585166585,13.085
ABW,Aruba,2021-12-13,34.894830519000486,148.9291331241552,0.593,0.209,17.69785662686149,0.375,TRUE,0.598942585166585,13.085
ABW,Aruba,2020-03-02,84.31526034495333,84.31526034495333,0.505,-0.039,0,NA,TRUE,0.598942585166585,13.085
ABW,Aruba,2021-02-01,181.8204327042657,181.8204327042657,1.089,0.459,32.557377756962175,0.375,TRUE,0.598942585166585,13.085
ABW,Aruba,2020-01-20,0,23.70844944353143,0.077,-0.02,0,NA,TRUE,0.598942585166585,13.085
ABW,Aruba,2021-05-31,38.06708783890962,53.427491703732805,0.228,-0.04,0,0,TRUE,0.598942585166585,13.085
ABW,Aruba,2021-05-24,38.06708783890962,87.98840039958496,0.306,0.194,12.522068368062376,0.375,TRUE,0.598942585166585,13.085
ABW,Aruba,2020-09-07,168.12963795518414,182.48827635056236,1.007,0.706,68.45397374540765,0.625,TRUE,0.598942585166585,13.085
ABW,Aruba,2020-07-13,0,33.72610413798134,0.012,-0.256,0,0,TRUE,0.598942585166585,13.085
ABW,Aruba,2022-07-04,65.78259916022101,128.89382373525538,0.491,0.237,0,0.125,FALSE,0.598942585166585,13.085
ABW,Aruba,2021-04-12,199.18436750797886,199.18436750797886,1.193,0.306,7.34628010926326,0.25,TRUE,0.598942585166585,13.085
ABW,Aruba,2022-01-17,142.41765757276275,203.85927303205548,0.935,0.609,49.420429825952844,0.5,FALSE,0.598942585166585,13.085
ABW,Aruba,2022-03-28,14.024716572229861,79.97427664402504,0.289,0.052,0,0,FALSE,0.598942585166585,13.085
ABW,Aruba,2021-05-17,38.06708783890962,98.3399769171832,0.369,0.228,17.196973892138995,0.5,TRUE,0.598942585166585,13.085
ABW,Aruba,2022-08-15,36.06355690001964,110.6950843736714,0.379,0.135,0,0,FALSE,0.598942585166585,13.085
ABW,Aruba,2022-04-25,262.7964748177357,408.5533506219818,1.778,1.244,86.65271310699164,8.429,FALSE,0.598942585166585,13.085
ABW,Aruba,2020-06-01,42.24111062826375,42.24111062826375,0.253,0.019,0,0,TRUE,0.598942585166585,13.085
ABW,Aruba,2022-09-19,0,53.761413526881135,0.173,-0.017,0,0,FALSE,0.598942585166585,13.085
ABW,Aruba,2021-01-11,46.74905524076621,118.87616904080548,0.524,0.28,35.39571325372298,0.375,TRUE,0.598942585166585,13.085
ABW,Aruba,2021-10-04,204.02623394362965,204.02623394362965,1.222,0.386,13.356872925933201,0.25,TRUE,0.598942585166585,13.085
ABW,Aruba,2021-06-14,0,42.40807153983791,0.082,-0.227,0,0,TRUE,0.598942585166585,13.085
