custom_regions,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
European Union,2020-06-15,447593544,-0.026116120713349122,-0.026116120713349122,-0.026116120713349122,-0.026116120713349122,-0.026116120713349122,-0.026116120713349122,-0.026116120713349122,-0.7051352592604264,-0.026116120713349122,0.04299190696101729
North America,2020-06-15,375152636,0.19858771174750303,0.19858771174750303,0.19858771174750303,0.19858771174750303,0.19858771174750303,0.19858771174750303,0.19858771174750303,0.39717542349500606,0.19858771174750303,0.1926455875949116
Latin America and Caribbean,2020-06-22,655119303,0.5655064735456486,0.5824269912495135,0.5813228770801068,0.5722445449806928,0.5589743872241146,0.5512391528152516,0.5501914637950771,26.245711149595614,0.5467856489499088,0.4182230606628912
Asia,2020-06-22,4666863690,0.21167947428604741,0.2965283031044983,0.2905621089844472,0.24756568005383423,0.17088110157308656,0.10682328849239368,0.08099385375832678,0.5640047168483041,0.01151030034384294,0.02416734395771478
Oceania,2020-06-22,44446737,-0.1446252702921245,-0.09118763155784079,-0.10375689642468547,-0.1309402736515208,-0.15925418876673458,-0.18170537761967984,-0.18526386231117278,-3.0981964494645995,-0.13470419345498258,0
European Union,2020-06-22,447593544,0.11102552287951581,0.11102552287951581,0.11102552287951581,0.11102552287951581,0.11102552287951581,0.11102552287951581,0.11102552287951581,2.997689117746927,0.11102552287951581,0.036576264826554336
North America,2020-06-22,375152636,0.22090243852294755,0.22090243852294755,0.22090243852294755,0.22090243852294755,0.22090243852294755,0.22090243852294755,0.22090243852294755,0.4418048770458951,0.22090243852294755,0.1618386602513437
Latin America and Caribbean,2020-06-29,655119303,0.5803780745908015,0.6033367059174422,0.6018373711707327,0.5906501865050053,0.5779208348930508,0.5705513789988779,0.5680489071022559,27.100150940083676,0.5645864779184099,0.40642582012272044
Asia,2020-06-29,4666863690,0.23592229819306057,0.3670024416354592,0.33408112931383765,0.2796129074539867,0.19670532244081723,0.12864964910836427,0.10768597888197663,0.49386467811063994,0.010078870981849794,0.02054606827395895
Oceania,2020-06-29,44446737,-0.12066809641411777,-0.06579973393418012,-0.07539936740715553,-0.10845244959935899,-0.13555286027462693,-0.15789765400537378,-0.162056289902417,-2.5511532387495945,-0.11091970603259108,6.43466808373357e-4
European Union,2020-06-29,447593544,0.050889968926384324,0.050889968926384324,0.050889968926384324,0.050889968926384324,0.050889968926384324,0.050889968926384324,0.050889968926384324,1.3740291610123767,0.050889968926384324,0.0306085737465418
North America,2020-06-29,375152636,0.25758845861760105,0.25758845861760105,0.25758845861760105,0.25758845861760105,0.25758845861760105,0.25758845861760105,0.25758845861760105,0.5151769172352021,0.25758845861760105,0.15140504037401992
Latin America and Caribbean,2020-07-06,655119303,0.7062797532582556,0.7272480302253321,0.7243918800014323,0.712480527600575,0.6993789557129451,0.6906900785501715,0.6893538742850361,32.81674086253011,0.6836821013027107,0.4032201444688618
Asia,2020-07-06,4666863690,0.24856760383905896,0.3538082142130962,0.34347601501483577,0.27886465745423655,0.20136730562525598,0.1412546524502929,0.11392410050976073,1.0149366949513137,0.020712993774516606,0.022945966951950978
Oceania,2020-07-06,44446737,-0.1307821730784208,-0.07627114393300254,-0.08290431395955412,-0.12018592049490118,-0.14567561385030345,-0.17139775952686,-0.1723985614458693,-2.786873061298653,-0.12116839396950667,6.43466808373357e-4
European Union,2020-07-06,447593544,0.007433100332931713,0.007433100332931713,0.007433100332931713,0.007433100332931713,0.007433100332931713,0.007433100332931713,0.007433100332931713,0.20069370898915626,0.007433100332931713,0.027665278389270066
North America,2020-07-06,375152636,0.3614395215220343,0.3614395215220343,0.3614395215220343,0.3614395215220343,0.3614395215220343,0.3614395215220343,0.3614395215220343,0.7228790430440686,0.3614395215220343,0.14325582401079012
Latin America and Caribbean,2020-07-13,655119303,0.7175120102824488,0.739355540132456,0.7375312747076919,0.7228554871501135,0.7086271165196076,0.7004556388106107,0.6994915145373547,33.25541341549398,0.6928211128227914,0.42055561290643273
Asia,2020-07-13,4666863690,0.2458229914691846,0.34364439026293414,0.337799503813181,0.26178023141350965,0.1973976455244678,0.14432735187016063,0.10872145561406875,1.1136415277037812,0.0227273781164037,0.024981595294890645
Oceania,2020-07-13,44446737,-0.13696698020907314,-0.08269784256574847,-0.089684077024329,-0.1258185984349278,-0.1523939917466299,-0.1745840162674369,-0.17713824319687368,-2.9214161212312995,-0.1270180922274478,6.43466808373357e-4
European Union,2020-07-13,447593544,-0.008435888927680093,-0.008435888927680093,-0.008435888927680093,-0.008435888927680093,-0.008435888927680093,-0.008435888927680093,-0.008435888927680093,-0.2277690010473625,-0.008435888927680093,0.021990710393266978
North America,2020-07-13,375152636,0.4196177460400004,0.4196177460400004,0.4196177460400004,0.4196177460400004,0.4196177460400004,0.4196177460400004,0.4196177460400004,0.8392354920800008,0.4196177460400004,0.2119897139680501
Latin America and Caribbean,2020-07-20,655119303,0.7104434753837238,0.733480635673083,0.7306569029152455,0.7197736164858446,0.7033194599490888,0.6943433228372757,0.6937831015102411,32.95434720539889,0.6865489001124768,0.4272722521198555
Asia,2020-07-20,4666863690,0.2458785559723081,0.3722634788770281,0.33889304014814153,0.26581963444384826,0.2073259263558646,0.16409307778435525,0.15431430825750453,1.124828055416569,0.022955674600338146,0.03017936870575279
Oceania,2020-07-20,44446737,-0.11344104138700593,-0.05539512034818596,-0.06299389141905527,-0.10290366609910394,-0.1273709553013962,-0.1504503147691008,-0.15237195650180327,-2.281227715178307,-0.09918381370340468,0.00578445162352413
European Union,2020-07-20,447593544,-0.009278490127361434,-0.009278490127361434,-0.009278490127361434,-0.009278490127361434,-0.009278490127361434,-0.009278490127361434,-0.009278490127361434,-0.2505192334387587,-0.009278490127361434,0.021550578933283274
North America,2020-07-20,375152636,0.46334090181400317,0.46334090181400317,0.46334090181400317,0.46334090181400317,0.46334090181400317,0.46334090181400317,0.46334090181400317,0.9266818036280063,0.46334090181400317,0.21739711299802783
Latin America and Caribbean,2020-07-27,655119303,0.6965218996877691,0.7234434187360625,0.7196672271239273,0.7037339232569324,0.6889973342811475,0.6802017353260214,0.6788959199478455,32.1517540238112,0.6698282088294001,0.45282942914597646
Asia,2020-07-27,4666863690,0.24255215889560724,0.3502266120670655,0.3373293629320079,0.2726818389574657,0.20555040361048188,0.15704669901309296,0.15529590668646523,1.2630832183823422,0.025777208538415152,0.02995281398501699
Oceania,2020-07-27,44446737,-0.09521542700191721,-0.03888177393566666,-0.043819977173758975,-0.08336427146148052,-0.10719807293930722,-0.13122090567760206,-0.13460997213755485,-1.8613350885754238,-0.08092761254675755,0.013177570267981652
European Union,2020-07-27,447593544,0.18177814022857966,0.18177814022857966,0.18177814022857966,0.18177814022857966,0.18177814022857966,0.18177814022857966,0.18177814022857966,4.908009786171651,0.18177814022857966,0.01971930438150675
North America,2020-07-27,375152636,0.45866470992317954,0.45866470992317954,0.45866470992317954,0.45866470992317954,0.45866470992317954,0.45866470992317954,0.45866470992317954,0.9173294198463591,0.45866470992317954,0.2721177734174311
Latin America and Caribbean,2020-08-03,655119303,0.6486762252065222,0.6692673100890068,0.6683392624467381,0.6534271890705233,0.6412517017653466,0.6321935686692837,0.6320099966145738,29.995530025121347,0.6249068755233614,0.44883885828654935
Asia,2020-08-03,4666863690,0.23007844689181714,0.33026013272423543,0.32220892111086746,0.2661913037682153,0.20314584190488244,0.1558551861630624,0.1159144353062709,1.215770425572083,0.024811641338205775,0.030207717508886574
Oceania,2020-08-03,44446737,-0.10223667817372674,-0.05917570723646489,-0.06644973902481058,-0.09411762950155983,-0.11783006149644565,-0.13975548994073886,-0.14758480604066204,-1.9768961783367707,-0.08595200775377264,0.022098360111339553
European Union,2020-08-03,447593544,0.13981110257352727,0.13981110257352727,0.13981110257352727,0.13981110257352727,0.13981110257352727,0.13981110257352727,0.13981110257352727,3.7748997694852364,0.13981110257352727,0.023076070105247093
North America,2020-08-03,375152636,0.4326410166154318,0.4326410166154318,0.4326410166154318,0.4326410166154318,0.4326410166154318,0.4326410166154318,0.4326410166154318,0.8652820332308636,0.4326410166154318,0.2777154949805551
Latin America and Caribbean,2020-08-10,655119303,0.6042742085742665,0.6228823298458295,0.6211491198056415,0.6092434260490605,0.5976718985118931,0.5918851192285567,0.5905406220258783,27.981240423277576,0.5829425088182828,0.47385079111308065
Asia,2020-08-10,4666863690,0.2499251706600645,0.3320370315875043,0.32710293554619413,0.2777303094007403,0.2131513244070958,0.15682759945384953,0.13441665489407745,1.1639836119743605,0.023754767591313477,0.03155071795122433
Oceania,2020-08-10,44446737,-0.0921965361521534,-0.044021892402207156,-0.056529496168415766,-0.08135203782738769,-0.10443261965349764,-0.12589868359193643,-0.13738972210418895,-1.6486702519077463,-0.07168131530033679,0.0321418420434328
European Union,2020-08-10,447593544,0.34990605170251243,0.34990605170251243,0.34990605170251243,0.34990605170251243,0.34990605170251243,0.34990605170251243,0.34990605170251243,9.447463395967835,0.34990605170251243,0.02617821493868553
North America,2020-08-10,375152636,0.4457709104587321,0.4457709104587321,0.4457709104587321,0.4457709104587321,0.4457709104587321,0.4457709104587321,0.4457709104587321,0.8915418209174641,0.4457709104587321,0.2808760751983627
Latin America and Caribbean,2020-08-17,655119303,0.5588884226185762,0.5770062263552103,0.5752496700578796,0.564312438573424,0.5525192664058053,0.5470312611607359,0.5456040739543925,25.90140986933475,0.5396127056111407,0.43739010389074123
Asia,2020-08-17,4666863690,0.23689688158263336,0.3613331722494442,0.34614560694771435,0.2966370494396419,0.2166143473705177,0.15644319160957723,0.13694504588799955,1.1947593126462628,0.024382843115229858,0.0321813127565335
Oceania,2020-08-17,44446737,-0.1228457573371073,-0.08769001766734072,-0.1001687377331846,-0.1228457573371073,-0.1486558642641921,-0.17702618033675763,-0.18225429236036755,-2.686573857102212,-0.11680755900444402,0.03439172598879418
European Union,2020-08-17,447593544,0.19842933603299737,0.19842933603299737,0.19842933603299737,0.19842933603299737,0.19842933603299737,0.19842933603299737,0.19842933603299737,5.357592072890929,0.19842933603299737,0.03169393345852191
North America,2020-08-17,375152636,0.4098160213437549,0.4098160213437549,0.4098160213437549,0.4098160213437549,0.4098160213437549,0.4098160213437549,0.4098160213437549,0.8196320426875098,0.4098160213437549,0.269870954605261
Latin America and Caribbean,2020-08-24,655119303,0.514645282698614,0.5308227414352451,0.5283865901853355,0.5185315972017064,0.5081781365243326,0.5009908593043157,0.500798652416233,23.72744597029554,0.4943217910478238,0.4376302128285785
Asia,2020-08-24,4666863690,0.2859052105008846,0.37672757457164724,0.3668226496961163,0.3044085378643574,0.2406260932664663,0.17497999933950367,0.1482420067612452,1.088008819575828,0.02220426162399649,0.03196090777616006
Oceania,2020-08-24,44446737,-0.15368026775491087,-0.12272993089137861,-0.12419074311911246,-0.1530325536281534,-0.17632070322379653,-0.20466065066857178,-0.21309397475182765,-3.3533751761088535,-0.14579892070038494,0.028285540961083374
European Union,2020-08-24,447593544,0.11964548552878997,0.11964548552878997,0.11964548552878997,0.11964548552878997,0.11964548552878997,0.11964548552878997,0.11964548552878997,3.2304281092773293,0.11964548552878997,0.032427634836484594
North America,2020-08-24,375152636,0.3317068616819849,0.3317068616819849,0.3317068616819849,0.3317068616819849,0.3317068616819849,0.3317068616819849,0.3317068616819849,0.6634137233639698,0.3317068616819849,0.2305728167667733
Latin America and Caribbean,2020-08-31,655119303,0.46363965550026925,0.47843846147059094,0.4765145473511674,0.4695105368977261,0.4590002808644626,0.4545302547809002,0.4531735369109505,21.48221915155315,0.4475462323240239,0.39787745347506576
Asia,2020-08-31,4666863690,0.26574699804611124,0.339469500893932,0.3357036516789068,0.2879644912981864,0.22566106624834859,0.19595845360834555,0.12554935467788553,0.9106413079054797,0.018584516487866937,0.03327714506270484
Oceania,2020-08-31,44446737,-0.11279526963302593,-0.07370338675176806,-0.083492333205159,-0.10818552779780259,-0.13359239998482517,-0.1618094317624927,-0.1635448332394125,-2.420444727565153,-0.10523672728544144,0.04371299517442641
European Union,2020-08-31,447593544,0.14732557327247967,0.14732557327247967,0.14732557327247967,0.14732557327247967,0.14732557327247967,0.14732557327247967,0.14732557327247967,3.9777904783569507,0.14732557327247967,0.03159786415507369
North America,2020-08-31,375152636,0.29660495870995945,0.29660495870995945,0.29660495870995945,0.29660495870995945,0.29660495870995945,0.29660495870995945,0.29660495870995945,0.5932099174199189,0.29660495870995945,0.24123514355367612
Latin America and Caribbean,2020-09-07,655119303,0.3966062525605941,0.41144690139982715,0.41104039213501536,0.4011578600316569,0.39043436986187247,0.38336379656047237,0.3822635548088472,18.182753338420582,0.37880736121709546,0.40049377082696036
Asia,2020-09-07,4666863690,0.2791562694865297,0.3729852200376647,0.3677107596498402,0.31780201997931495,0.2561029121114106,0.2049919143789182,0.1412960535023875,0.7305431857131043,0.014909044606389884,0.03491796864544804
Oceania,2020-09-07,44446737,-0.11846434495666743,-0.07077280799808675,-0.0770366419381841,-0.0983231817441559,-0.12314773350123609,-0.14838179120440978,-0.1503648770772257,-2.30542734247706,-0.10023597141204608,0.036319876529968896
European Union,2020-09-07,447593544,0.20344206501589446,0.20344206501589446,0.20344206501589446,0.20344206501589446,0.20344206501589446,0.20344206501589446,0.20344206501589446,5.49293575542915,0.20344206501589446,0.03944896041664086
North America,2020-09-07,375152636,0.261076562666459,0.261076562666459,0.261076562666459,0.261076562666459,0.261076562666459,0.261076562666459,0.261076562666459,0.522153125332918,0.261076562666459,0.21564555926510937
Latin America and Caribbean,2020-09-14,655119303,0.36302264173869053,0.3725191104509595,0.3716154121237187,0.36364564926738246,0.35414434211792684,0.3475100260903281,0.3466458530660727,16.49103966025672,0.3435633262553484,0.33490083255873776
Asia,2020-09-14,4666863690,0.3056455813753048,0.4008265247765472,0.379665283032135,0.33454479352347005,0.2619372490069539,0.20440614444694646,0.15543755706982507,0.6879689831655278,0.01404018332990873,0.03796065447114012
Oceania,2020-09-14,44446737,-0.1495667555015879,-0.1071867482223847,-0.10889783334582423,-0.12865374761959966,-0.1545137009152061,-0.17921999223777804,-0.1824468489983768,-3.0032770599297316,-0.1305772634752057,0.01655239618602373
European Union,2020-09-14,447593544,0.23615669492766603,0.23615669492766603,0.23615669492766603,0.23615669492766603,0.23615669492766603,0.23615669492766603,0.23615669492766603,6.3762307630469826,0.23615669492766603,0.03970454944721008
North America,2020-09-14,375152636,0.26389446331728306,0.26389446331728306,0.26389446331728306,0.26389446331728306,0.26389446331728306,0.26389446331728306,0.26389446331728306,0.5277889266345661,0.26389446331728306,0.19866207204259123
Latin America and Caribbean,2020-09-21,655119303,0.36216875456569525,0.37386811512510854,0.37077590061550897,0.3634095918624669,0.3535415574315404,0.34636171758389755,0.3455626696389409,16.40170369653575,0.34170216034449485,0.31409790408816574
Asia,2020-09-21,4666863690,0.28499117659352585,0.37084058270549425,0.35296486601457877,0.31159734340646766,0.24656318636030522,0.19723325421488255,0.14820905970266482,0.6688758653502808,0.013650527864291445,0.03897994715161693
Oceania,2020-09-21,44446737,-0.08440797243401466,-0.017311615550135717,-0.025582364859881107,-0.05967311229642197,-0.08594135882296053,-0.10774241842987216,-0.11140431828586128,-1.5499163136247167,-0.06738766580977029,0.012536353343553656
European Union,2020-09-21,447593544,0.14235283970494753,0.14235283970494753,0.14235283970494753,0.14235283970494753,0.14235283970494753,0.14235283970494753,0.14235283970494753,3.8435266720335832,0.14235283970494753,0.06622749679338538
North America,2020-09-21,375152636,0.29975796105980124,0.29975796105980124,0.29975796105980124,0.29975796105980124,0.29975796105980124,0.29975796105980124,0.29975796105980124,0.5995159221196025,0.29975796105980124,0.20266044458767976
Latin America and Caribbean,2020-09-28,655119303,0.328414477331061,0.3378361068397468,0.3363568352733858,0.33211115804217173,0.32190874143085735,0.31686129255360723,0.3146450859284405,14.954516908330243,0.31155243559021345,0.3198327373968402
Asia,2020-09-28,4666863690,0.2583009491249585,0.3417610710777513,0.3365099687608195,0.2761318100199132,0.2209007830641073,0.18386155559643214,0.14024817424170025,0.771789520409272,0.015750806538964733,0.03696878920412608
Oceania,2020-09-28,44446737,-0.04314986837927946,0.0036160402216704004,-0.0013146238190178947,-0.028804430323831575,-0.05510913611877836,-0.07089232186799437,-0.07506617596586461,-0.9644322286432432,-0.041931836027967094,0.010284219514246906
European Union,2020-09-28,447593544,0.19600227942327825,0.19600227942327825,0.19600227942327825,0.19600227942327825,0.19600227942327825,0.19600227942327825,0.19600227942327825,5.292061544428513,0.19600227942327825,0.07628103769074918
North America,2020-09-28,375152636,0.22318722283442835,0.22318722283442835,0.22318722283442835,0.22318722283442835,0.22318722283442835,0.22318722283442835,0.22318722283442835,0.4463744456688567,0.22318722283442835,0.20349797035679104
Latin America and Caribbean,2020-10-05,655119303,0.3484734704707941,0.35628152645102357,0.35518682383323175,0.3499583793358439,0.34059250336684194,0.33440939157047117,0.33341208977566017,15.803829550230509,0.3292464489631356,0.37075394596740596
Asia,2020-10-05,4666863690,0.2432599936595041,0.33368184713016935,0.32031866305699735,0.2612286328879753,0.20680796908630666,0.17450542965376464,0.1573191632371221,0.7782631503230484,0.015882921435164253,0.037241327697745547
Oceania,2020-10-05,44446737,-0.11043363305788434,-0.0533330318203866,-0.061204375612287205,-0.09043503518915166,-0.11632908706259068,-0.14095853995393196,-0.14184483422412522,-2.0889756504536163,-0.09082502828059202,0.005143234699096134
European Union,2020-10-05,447593544,0.19792356939891612,0.19792356939891612,0.19792356939891612,0.19792356939891612,0.19792356939891612,0.19792356939891612,0.19792356939891612,5.3439363737707355,0.19792356939891612,0.08604748776269212
North America,2020-10-05,375152636,0.30636098771997594,0.30636098771997594,0.30636098771997594,0.30636098771997594,0.30636098771997594,0.30636098771997594,0.30636098771997594,0.6127219754399519,0.30636098771997594,0.20106109556964435
Latin America and Caribbean,2020-10-12,655119303,0.3351221619651645,0.344103650931629,0.34334372577033045,0.33830252570567215,0.3294372677206206,0.3232183000313442,0.32304103859647404,15.282519922448099,0.3183858317176687,0.27818322428518033
Asia,2020-10-12,4666863690,0.2462389987170092,0.30798016740002304,0.3073004590981837,0.2462389987170092,0.20099771003267775,0.1682187137558807,0.15786459557998125,0.9261179080007899,0.01890036546940387,0.03530670937594923
Oceania,2020-10-12,44446737,-0.08319058400074815,-0.0297476722224817,-0.0345155153421881,-0.05809786869974102,-0.08319058400074815,-0.10638013346405298,-0.10771388046055713,-1.6084647221228632,-0.06993324878795058,0.0019281505411747099
European Union,2020-10-12,447593544,0.3287757057035707,0.3287757057035707,0.3287757057035707,0.3287757057035707,0.3287757057035707,0.3287757057035707,0.3287757057035707,8.876944053996407,0.3287757057035707,0.11384703975980494
North America,2020-10-12,375152636,0.2331641143278886,0.2331641143278886,0.2331641143278886,0.2331641143278886,0.2331641143278886,0.2331641143278886,0.2331641143278886,0.4663282286557772,0.2331641143278886,0.19664396014000016
Latin America and Caribbean,2020-10-19,655119303,0.35377750686533516,0.36506960322335674,0.3640180898177254,0.3582865190349301,0.35025398873298086,0.34474588137506146,0.3427421323070528,16.27037925024096,0.33896623438002,0.25836072792378095
Asia,2020-10-19,4666863690,0.22306262412125635,0.2881306155341224,0.2816755181272977,0.23366556685347928,0.18692714094670523,0.15567861612412298,0.1303009920315674,0.9254849347244695,0.01888744764743815,0.033228182844140454
Oceania,2020-10-19,44446737,-0.038814816957419576,0.008424667118310244,0.004012352387873825,-0.02332645408117732,-0.04706483052935041,-0.058666283605559054,-0.06525905090112957,-0.875131120731927,-0.0380491791622577,0.003534567678162741
European Union,2020-10-19,447593544,0.6301141514098896,0.6301141514098896,0.6301141514098896,0.6301141514098896,0.6301141514098896,0.6301141514098896,0.6301141514098896,17.013082088067016,0.6301141514098896,0.15562623932752703
North America,2020-10-19,375152636,0.28777045937224083,0.28777045937224083,0.28777045937224083,0.28777045937224083,0.28777045937224083,0.28777045937224083,0.28777045937224083,0.5755409187444817,0.28777045937224083,0.20749634290187957
Latin America and Caribbean,2020-10-26,655119303,0.3520014712425285,0.36034389532742606,0.35927220742405463,0.3528848359085777,0.34568663178742587,0.34004925636421807,0.3399693236498246,16.11379272214892,0.3357040150447691,0.2612395928745821
Asia,2020-10-26,4666863690,0.24041778628830207,0.30853537711550466,0.30385042666451567,0.24493728262851244,0.19705453058708414,0.14261665894495243,0.12399613075819478,1.1577201299204123,0.023626941426947184,0.03161804368020871
Oceania,2020-10-26,44446737,-0.06907012659534283,-0.007138527710138496,-0.010729521524763183,-0.036323014144598945,-0.06907012659534283,-0.08201180509855623,-0.08601502588255869,-1.0954269001820278,-0.04762725652965339,0.003215084157921424
European Union,2020-10-26,447593544,0.8812239906017231,0.8812239906017231,0.8812239906017231,0.8812239906017231,0.8812239906017231,0.8812239906017231,0.8812239906017231,23.793047746246522,0.8812239906017231,0.24585452912609485
North America,2020-10-26,375152636,0.3242965445650875,0.3242965445650875,0.3242965445650875,0.3242965445650875,0.3242965445650875,0.3242965445650875,0.3242965445650875,0.648593089130175,0.3242965445650875,0.23297184029382642
Latin America and Caribbean,2020-11-02,655119303,0.37128776354555665,0.3821035782082369,0.3787714098816705,0.37305769604329797,0.36411945260551865,0.3589796909441144,0.35843685576237855,16.94248197019055,0.35296837437896983,0.24475389332254188
Asia,2020-11-02,4666863690,0.2549721894420606,0.3183746884845976,0.31427942999330727,0.25961070515977386,0.19732764252225538,0.14403912291452256,0.13601946286734246,1.4112817715032098,0.028801668806187952,0.030803835198366377
Oceania,2020-11-02,44446737,-0.00604628555008144,0.04235762812385335,0.03802385628716795,0.008211960687284836,-0.016143097269255734,-0.028359469351546148,-0.034278755963647566,-0.2787554547082889,-0.012119802378621257,0.004499767890722777
European Union,2020-11-02,447593544,1.0973393788401244,1.0973393788401244,1.0973393788401244,1.0973393788401244,1.0973393788401244,1.0973393788401244,1.0973393788401244,29.62816322868336,1.0973393788401244,0.38593653173871517
North America,2020-11-02,375152636,0.48796326074404756,0.48796326074404756,0.48796326074404756,0.48796326074404756,0.48796326074404756,0.48796326074404756,0.48796326074404756,0.9759265214880951,0.48796326074404756,0.2447003997594195
Latin America and Caribbean,2020-11-09,655119303,0.37141460193726455,0.3816404334328146,0.3785952400260939,0.37309123601268995,0.3654299927184701,0.3605604076792785,0.3588841962857739,17.060131206537793,0.35541940013620404,0.23703468862678284
Asia,2020-11-09,4666863690,0.26177006138438225,0.33368511896472536,0.3244522539346873,0.2689467508627935,0.20230845140358342,0.14389021236643612,0.1335934854736427,1.5619294112674649,0.03187611043402989,0.03371186956608968
Oceania,2020-11-09,44446737,0.03443366724378325,0.08210503122924435,0.07771649738757094,0.04979218803390857,0.02486810926209607,0.012287484860243596,0.008035985166519821,0.6364330518662821,0.02767100225505574,0.003534567678162741
European Union,2020-11-09,447593544,1.1650474919082487,1.1650474919082487,1.1650474919082487,1.1650474919082487,1.1650474919082487,1.1650474919082487,1.1650474919082487,31.45628228152271,1.1650474919082487,0.6171101073790287
North America,2020-11-09,375152636,0.5001792408627562,0.5001792408627562,0.5001792408627562,0.5001792408627562,0.5001792408627562,0.5001792408627562,0.5001792408627562,1.0003584817255124,0.5001792408627562,0.3050947508203034
Latin America and Caribbean,2020-11-16,655119303,0.37505693551216396,0.3827392270562566,0.3821612767838841,0.37562990189866186,0.3687977903009452,0.3644247416834664,0.36318392088666107,17.24750820054814,0.3593230875114195,0.259408018084303
Asia,2020-11-16,4666863690,0.25877534334091284,0.33893676217569657,0.3080906619943355,0.25877534334091284,0.18581399519750622,0.13976574526182195,0.12490502607531369,1.4227262883238847,0.029035230373956826,0.03331085078253057
Oceania,2020-11-16,44446737,-0.0034430572799310746,0.0433393304004665,0.038127477580882536,0.012362863822298406,-0.012404003254068024,-0.027503762391637473,-0.02789711849195374,-0.21665865781631538,-0.009419941644187626,0.0022498839453613884
European Union,2020-11-16,447593544,1.1363862844343282,1.1363862844343282,1.1363862844343282,1.1363862844343282,1.1363862844343282,1.1363862844343282,1.1363862844343282,30.68242967972686,1.1363862844343282,0.6917943838796745
North America,2020-11-16,375152636,0.6067796608886696,0.6067796608886696,0.6067796608886696,0.6067796608886696,0.6067796608886696,0.6067796608886696,0.6067796608886696,1.2135593217773393,0.6067796608886696,0.337462642805474
Latin America and Caribbean,2020-11-23,655119303,0.38204738186056814,0.3911250483995841,0.38968919738108587,0.38312060786219815,0.3767253202759936,0.3731285760859408,0.3712992076065675,17.5960597637477,0.36658457841141046,0.23808091027963502
Asia,2020-11-23,4666863690,0.251791328667123,0.3401569841078463,0.30746952566090774,0.26133385304146844,0.19503346331104737,0.13325512109444623,0.12580100668048919,1.2458027579089648,0.02542454607977479,0.03710354780042869
Oceania,2020-11-23,44446737,5.6309924820608135e-5,0.04233816273938144,0.041918036959785014,0.015554443478023898,-0.007605689001632842,-0.02140278625764561,-0.028087902091868597,-0.13829841411929786,-0.006012974526925993,0.0038563010823494197
European Union,2020-11-23,447593544,1.1122604417511026,1.1122604417511026,1.1122604417511026,1.1122604417511026,1.1122604417511026,1.1122604417511026,1.1122604417511026,30.03103192727977,1.1122604417511026,0.761022370778431
North America,2020-11-23,375152636,0.6572353144338345,0.6572353144338345,0.6572353144338345,0.6572353144338345,0.6572353144338345,0.6572353144338345,0.6572353144338345,1.314470628867669,0.6572353144338345,0.45775634640615986
Latin America and Caribbean,2020-11-30,655119303,0.403877979133424,0.41017816644852323,0.4081311057220124,0.403877979133424,0.393555696813756,0.3888903877215407,0.3885580566304061,18.305688416792332,0.3813685086831736,0.26935124517312536
Asia,2020-11-30,4666863690,0.21365869642004442,0.3342024007672465,0.3048555371098072,0.25372389422186253,0.19368743900703997,0.13961606022318174,0.12024511442108271,1.0346566723458783,0.021115442292773026,0.036604668862741094
Oceania,2020-11-30,44446737,0.061737500512843095,0.1061200807635917,0.10330755390493823,0.07914095016813077,0.05378893552298077,0.041304853399784285,0.03225327830678482,1.2574010207860267,0.05466960959939247,0.002571617349548067
European Union,2020-11-30,447593544,1.0721666679997228,1.0721666679997228,1.0721666679997228,1.0721666679997228,1.0721666679997228,1.0721666679997228,1.0721666679997228,28.94850003599251,1.0721666679997228,0.7983008351880965
North America,2020-11-30,375152636,0.7762192654279613,0.7762192654279613,0.7762192654279613,0.7762192654279613,0.7762192654279613,0.7762192654279613,0.7762192654279613,1.5524385308559225,0.7762192654279613,0.4528060946371706
Latin America and Caribbean,2020-12-07,655119303,0.47743970778599426,0.48657197246341377,0.48486697127129874,0.47743970778599426,0.4694708152264032,0.4643944472773338,0.4635228307558814,21.85733250424849,0.4553610938385102,0.2764598740574738
Asia,2020-12-07,4666863690,0.2113623582369646,0.31361103889122516,0.28989370507734225,0.23776184283309063,0.18599049532925918,0.14254823130174954,0.10246593345470374,1.0618646929975204,0.021670708020357556,0.03473429068591459
Oceania,2020-12-07,44446737,-0.0014548569500242407,0.04302189835725615,0.04118263435232649,0.016439520865015617,-0.008439976597256819,-0.02454987738662253,-0.030058734521331152,-0.19235251527455094,-0.008363152838023954,0.0012846837328013526
European Union,2020-12-07,447593544,1.0003708065846626,1.0003708065846626,1.0003708065846626,1.0003708065846626,1.0003708065846626,1.0003708065846626,1.0003708065846626,27.01001177778589,1.0003708065846626,0.7685859293806079
North America,2020-12-07,375152636,0.9337856074952737,0.9337856074952737,0.9337856074952737,0.9337856074952737,0.9337856074952737,0.9337856074952737,0.9337856074952737,1.8675712149905475,0.9337856074952737,0.6484979089951003
