custom_regions,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
Latin America and Caribbean,2020-12-14,655119303,0.5107337274411394,0.5203322926513249,0.519512470015001,0.5109619857787859,0.5030959293189882,0.49778835504233804,0.49634549161627933,23.408107840115555,0.4876689133357407,0.28400536993488645
Asia,2020-12-14,4666863690,0.20172947608975858,0.2870764825487479,0.2702695413396296,0.22156781923066943,0.1686272748672355,0.12358048645543071,0.08709030406371722,0.9458265920432583,0.019302583511086907,0.03241082449528326
Oceania,2020-12-14,44446737,0.0403091053293765,0.08587209463278372,0.0840244681445003,0.057941583464905376,0.0338292433890264,0.017751546182813136,0.013171155171636018,0.7760618172074315,0.033741818139453546,0.00578670150746949
European Union,2020-12-14,447593544,0.8685101021773625,0.8685101021773625,0.8685101021773625,0.8685101021773625,0.8685101021773625,0.8685101021773625,0.8685101021773625,23.449772758788786,0.8685101021773625,0.7392870259987485
North America,2020-12-14,375152636,0.9336713682797,0.9336713682797,0.9336713682797,0.9336713682797,0.9336713682797,0.9336713682797,0.9336713682797,1.8673427365594,0.9336713682797,0.6999055179236432
Latin America and Caribbean,2020-12-21,655119303,0.5692708615656014,0.5821056938456838,0.5800858267057699,0.5724614964504536,0.5632445038996182,0.5572767804140552,0.5560497333082682,26.31191917406866,0.548164982793097,0.31056526508729665
Asia,2020-12-21,4666863690,0.17892888852606476,0.2707242313322323,0.2576108845304365,0.2042276668331203,0.15078980861485275,0.11537877091515006,0.08370325407157221,0.7812552355715213,0.0159439843994188,0.031069366844952782
Oceania,2020-12-21,44446737,0.050361381931799676,0.09667020673744883,0.09142486648425013,0.06707533730550588,0.040938196559259975,0.03046875368114774,0.02558951354106627,1.0022715773139064,0.04357702510060463,0.0035368175621081025
European Union,2020-12-21,447593544,0.7483819811413462,0.7483819811413462,0.7483819811413462,0.7483819811413462,0.7483819811413462,0.7483819811413462,0.7483819811413462,20.20631349081635,0.7483819811413462,0.7665119495110502
North America,2020-12-21,375152636,0.9738226445800939,0.9738226445800939,0.9738226445800939,0.9738226445800939,0.9738226445800939,0.9738226445800939,0.9738226445800939,1.9476452891601879,0.9738226445800939,0.7616710442093229
Latin America and Caribbean,2020-12-28,655119303,0.6651232554588169,0.6747691887434909,0.6739484250008781,0.6685796603042301,0.658919538074052,0.6533759569689064,0.653068877451647,30.805447643898137,0.6417801592478778,0.28843173927970794
Asia,2020-12-28,4666863690,0.15761469344808093,0.23816565708972023,0.22959388775731943,0.18702816759801705,0.14379598730169527,0.10647965562951557,0.07669851058913658,0.7468756378962723,0.015242359957066784,0.029065108606161155
Oceania,2020-12-28,44446737,0.037149642460613155,0.07875577737520331,0.07311553530698613,0.05226671834407108,0.027223352913445926,0.012514372467367462,0.008695249400814738,0.7191605187712412,0.03126784864222788,0.002571617349548067
European Union,2020-12-28,447593544,0.8073624934897484,0.8073624934897484,0.8073624934897484,0.8073624934897484,0.8073624934897484,0.8073624934897484,0.8073624934897484,21.798787324223206,0.8073624934897484,0.6172370082263743
North America,2020-12-28,375152636,1.0814957196095316,1.0814957196095316,1.0814957196095316,1.0814957196095316,1.0814957196095316,1.0814957196095316,1.0814957196095316,2.1629914392190632,1.0814957196095316,0.65097290160051
Latin America and Caribbean,2021-01-04,655119303,0.8483231091576094,0.8602269304479605,0.8570654277344938,0.8483231091576094,0.8290316091887108,0.820997127139624,0.8165134494435464,37.34509407667599,0.7780227932640832,0.3254260697612203
Asia,2021-01-04,4666863690,0.13653909518770665,0.22741643524692481,0.21617268999133835,0.1740675911910243,0.11822584706686799,0.08429221343909689,0.0668351233697064,0.4495704065564079,0.009174906256253222,0.026071299288366403
Oceania,2021-01-04,44446737,0.03614729784324052,0.07537874223422057,0.0669941703602742,0.048139110077700865,0.025027726916795327,0.010074405334358003,0.007072216209827616,0.6359616331036181,0.02765050578711383,0.002571617349548067
European Union,2021-01-04,447593544,0.6267800573201535,0.6267800573201535,0.6267800573201535,0.6267800573201535,0.6267800573201535,0.6267800573201535,0.6267800573201535,16.923061547644146,0.6267800573201535,0.6741770609631492
North America,2021-01-04,375152636,0.9326803383105275,0.9326803383105275,0.9326803383105275,0.9326803383105275,0.9326803383105275,0.9326803383105275,0.9326803383105275,1.865360676621055,0.9326803383105275,0.7519227453862273
Latin America and Caribbean,2021-01-11,655119303,1.042888676551327,1.060295295283218,1.0578175129850151,1.042888676551327,1.0264567003445126,1.015638461253103,1.0117238143091805,46.62912607446948,0.9714401265514476,0.43944057010941107
Asia,2021-01-11,4666863690,0.1288422045264682,0.2126688352518366,0.20910011676774795,0.16661592350665114,0.10906022856424359,0.08099551658839305,0.047861604522012054,0.47003954236376133,0.009592643721709414,0.023278802899855
Oceania,2021-01-11,44446737,-0.008569811624216061,0.03410101420417275,0.025728446276515445,0.0071119594855693705,-0.013501493122562932,-0.03164225324594093,-0.035725020510639055,-0.25852794117691347,-0.011240345268561457,0.001286933616746714
European Union,2021-01-11,447593544,0.5762548381610825,0.5762548381610825,0.5762548381610825,0.5762548381610825,0.5762548381610825,0.5762548381610825,0.5762548381610825,15.558880630349227,0.5762548381610825,0.7554047741135426
North America,2021-01-11,375152636,0.928726392126859,0.928726392126859,0.928726392126859,0.928726392126859,0.928726392126859,0.928726392126859,0.928726392126859,1.857452784253718,0.928726392126859,0.9029468741357851
Latin America and Caribbean,2021-01-18,655119303,1.1119953475813673,1.129685616073584,1.1280645097727102,1.1137142078273423,1.0966592992051742,1.0854834887658367,1.080223854672673,49.796775939044785,1.037432832063433,0.46501331681872304
Asia,2021-01-18,4666863690,0.1190703843666372,0.2164733569647432,0.20580997196788076,0.15868735904991815,0.10640317166503609,0.06868869580766579,0.04609187281154701,0.44025579981209795,0.008984812241063223,0.025431554869347384
Oceania,2021-01-18,44446737,0.06951613238237651,0.10848036420017494,0.1039130478215927,0.08456962645105716,0.06561635542074466,0.05305973371505168,0.046037254654416986,1.6031438862789045,0.0697019080990828,9.652002125600356e-4
European Union,2021-01-18,447593544,0.6667759531543468,0.6667759531543468,0.6667759531543468,0.6667759531543468,0.6667759531543468,0.6667759531543468,0.6667759531543468,18.002950735167364,0.6667759531543468,0.7608621808003557
North America,2021-01-18,375152636,0.8436562562627832,0.8436562562627832,0.8436562562627832,0.8436562562627832,0.8436562562627832,0.8436562562627832,0.8436562562627832,1.6873125125255664,0.8436562562627832,0.9176075734677764
Latin America and Caribbean,2021-01-25,655119303,0.9425922667191431,0.9603979739622126,0.9585189198020088,0.9439599583828981,0.9273498662543493,0.9144349951185026,0.9123513643322988,41.82006525607902,0.8712513595016464,0.5602034596132179
Asia,2021-01-25,4666863690,0.1314995346499396,0.21674758364461244,0.21151133450394655,0.1589290643221949,0.11538611667020834,0.06979253767255807,0.03261207172343484,0.45040537130443925,0.009191946353151821,0.024173493698077135
Oceania,2021-01-25,44446737,-0.015856028700254075,0.022302719098436476,0.021165345269831853,0.0011218240398786438,-0.020538118020317415,-0.03489641339293621,-0.036100794611891474,-0.4026812196761357,-0.017507879116353726,6.43466808373357e-4
European Union,2021-01-25,447593544,0.5134427487304849,0.5134427487304849,0.5134427487304849,0.5134427487304849,0.5134427487304849,0.5134427487304849,0.5134427487304849,13.862954215723093,0.5134427487304849,0.7750659156066827
North America,2021-01-25,375152636,0.7013713132654202,0.7013713132654202,0.7013713132654202,0.7013713132654202,0.7013713132654202,0.7013713132654202,0.7013713132654202,1.4027426265308405,0.7013713132654202,0.8690558687691055
Latin America and Caribbean,2021-02-01,655119303,0.8176695041736078,0.8370278704070767,0.8361896003431298,0.8239138205394714,0.8078075363839445,0.7996912732184314,0.7948044735378111,36.27938273330879,0.7558204736105999,0.5699071883400144
Asia,2021-02-01,4666863690,0.11294401103534779,0.19024471240735885,0.16984077956923166,0.134378140266207,0.10321100856462903,0.06487253301210928,0.03825674926967533,0.28652862766079207,0.005847523013485552,0.02496325321213742
Oceania,2021-02-01,44446737,0.0524780164545297,0.09102898264271607,0.09004173490619462,0.06953704280188111,0.044149506888483965,0.03296561192479636,0.031925952383268445,1.1602826426908497,0.050447071421341284,9.652002125600356e-4
European Union,2021-02-01,447593544,0.3047093707411938,0.3047093707411938,0.3047093707411938,0.3047093707411938,0.3047093707411938,0.3047093707411938,0.3047093707411938,8.227153010012232,0.3047093707411938,0.7572557838323065
North America,2021-02-01,375152636,0.6134071172734695,0.6134071172734695,0.6134071172734695,0.6134071172734695,0.6134071172734695,0.6134071172734695,0.6134071172734695,1.226814234546939,0.6134071172734695,0.8712643032048427
Latin America and Caribbean,2021-02-08,655119303,0.7034965780225362,0.7203768311841557,0.7176495019201566,0.7047041603166414,0.6880343074748624,0.6761143486763168,0.674084605630187,30.87708645655171,0.643272634511494,0.5316585824979119
Asia,2021-02-08,4666863690,0.10181854166457341,0.17069255634543185,0.16180824269943472,0.12416469367293342,0.08888400643573582,0.054008283501994145,0.0344948666840247,0.18648785131091358,0.0038058745165492572,0.02049402047138
Oceania,2021-02-08,44446737,0.013860884341148414,0.05055089954738776,0.046403281042231306,0.031528761999156836,0.006516927671698661,-0.006467399547218059,-0.008667423391043065,0.24977603746924906,0.010859827716054309,0.001286933616746714
European Union,2021-02-08,447593544,0.2011125107420581,0.2011125107420581,0.2011125107420581,0.2011125107420581,0.2011125107420581,0.2011125107420581,0.2011125107420581,5.430037790035569,0.2011125107420581,0.7218920029820627
North America,2021-02-08,375152636,0.3999701828427913,0.3999701828427913,0.3999701828427913,0.3999701828427913,0.3999701828427913,0.3999701828427913,0.3999701828427913,0.7999403656855826,0.3999701828427913,0.810565276156023
Latin America and Caribbean,2021-02-15,655119303,0.6599081773341654,0.6739753403116824,0.671580230217858,0.6624914096887408,0.6479312693518486,0.6389810295825847,0.6380612736410718,29.16511038396061,0.6076064663325127,0.5466614986919414
Asia,2021-02-15,4666863690,0.12614574182198876,0.1918092027318743,0.16812756699964537,0.13489469592559028,0.09921571824309666,0.060555222102363276,0.0492921347809034,0.36071299564976556,0.007361489707138072,0.018314569629094953
Oceania,2021-02-15,44446737,-0.009492558363427283,0.021883766875409886,0.01793831140618645,0.001362095579094396,-0.021185895579857335,-0.034521829329251276,-0.037063006586279285,-0.3564069798095514,-0.01549595564389354,0
European Union,2021-02-15,447593544,0.16980221616308577,0.16980221616308577,0.16980221616308577,0.16980221616308577,0.16980221616308577,0.16980221616308577,0.16980221616308577,4.584659836403317,0.16980221616308577,0.6269085060797928
North America,2021-02-15,375152636,0.3383508192868154,0.3383508192868154,0.3383508192868154,0.3383508192868154,0.3383508192868154,0.3383508192868154,0.3383508192868154,0.6767016385736307,0.3383508192868154,0.6563803006304879
Latin America and Caribbean,2021-02-22,655119303,0.6268960169416632,0.6423086596711648,0.6381527338469438,0.6293300234321364,0.6154082748181994,0.6089525496941804,0.6066779877360967,27.484491740541213,0.572593577927942,0.4848848118889881
Asia,2021-02-22,4666863690,0.11866707217187566,0.17237376805166568,0.1686153003061985,0.13126225700920052,0.10055736867048386,0.06532022380295778,0.048571575577743074,0.23387085083451817,0.0047728745068269015,0.018406387181194916
Oceania,2021-02-22,44446737,0.013235713475001102,0.042897975932518394,0.04149353447901936,0.02313584503849171,-0.0010049014564090294,-0.01548042374009976,-0.02007093534339541,0.0834453315085978,0.003628057891678166,0.001286933616746714
European Union,2021-02-22,447593544,0.06598247112438718,0.06598247112438718,0.06598247112438718,0.06598247112438718,0.06598247112438718,0.06598247112438718,0.06598247112438718,1.781526720358454,0.06598247112438718,0.5245196298005586
North America,2021-02-22,375152636,0.25239215619049854,0.25239215619049854,0.25239215619049854,0.25239215619049854,0.25239215619049854,0.25239215619049854,0.25239215619049854,0.5047843123809971,0.25239215619049854,0.5275186177820166
Latin America and Caribbean,2021-03-01,655119303,0.8346441709973441,0.8477146678652838,0.8465274636065763,0.8346441709973441,0.8206949271939951,0.8095765478109028,0.8084043840848405,36.99928560468667,0.7708184500976389,0.494959007489358
Asia,2021-03-01,4666863690,0.14110370640207487,0.208965007911026,0.19635636916367244,0.15491481386847503,0.11089276942627191,0.08493610211240937,0.05812440787333734,0.7337016961873636,0.014973504003823749,0.0205706458077416
Oceania,2021-03-01,44446737,0.022400337348781,0.06968223011666093,0.06635450853984635,0.04189448205382158,0.018762495919998196,-0.0024540562960408754,-0.003321462270672544,0.6798784546318841,0.029559932810081915,0.0016064171369880313
European Union,2021-03-01,447593544,-0.01241546818966664,-0.01241546818966664,-0.01241546818966664,-0.01241546818966664,-0.01241546818966664,-0.01241546818966664,-0.01241546818966664,-0.33521764112099933,-0.01241546818966664,0.49260205594028855
North America,2021-03-01,375152636,0.14702000673628068,0.14702000673628068,0.14702000673628068,0.14702000673628068,0.14702000673628068,0.14702000673628068,0.14702000673628068,0.29404001347256137,0.14702000673628068,0.5419508767625986
Latin America and Caribbean,2021-03-08,655119303,0.8230101877426867,0.8359002460178251,0.8337842407757596,0.8230101877426867,0.8085997058731422,0.7970544007841838,0.7952348736872027,36.35652372550309,0.7574275776146475,0.5070395552060233
Asia,2021-03-08,4666863690,0.1354867537350197,0.21222140147652446,0.2086385588153533,0.15757935048381885,0.11945049668980072,0.07596687506672087,0.05390927489431982,0.753032880038588,0.015368017959971184,0.017726873012654885
Oceania,2021-03-08,44446737,0.01316743645958227,0.06341160416482348,0.059563063762948364,0.03608210397169879,0.011346745945968847,-0.006662408087539677,-0.01143691357035915,0.5704698124888876,0.02480303532560381,0.001286933616746714
European Union,2021-03-08,447593544,0.140022578848575,0.140022578848575,0.140022578848575,0.140022578848575,0.140022578848575,0.140022578848575,0.140022578848575,3.780609628911525,0.140022578848575,0.48874029335865493
North America,2021-03-08,375152636,0.06205216505653334,0.06205216505653334,0.06205216505653334,0.06205216505653334,0.06205216505653334,0.06205216505653334,0.06205216505653334,0.12410433011306668,0.06205216505653334,0.4293489757059844
Latin America and Caribbean,2021-03-15,655119303,0.8084958244498442,0.8245580840533515,0.8216857808444212,0.8100106478724018,0.7966019354573836,0.7851594930219421,0.7833816431048585,35.76046217338081,0.7450096286121002,0.5399456226982828
Asia,2021-03-15,4666863690,0.17718113100883745,0.24863365678801413,0.2323973548099302,0.18472686448622636,0.14410265969177483,0.10780168108350244,0.058970425800396825,0.8677270377331732,0.01770871505577904,0.01775556465845695
Oceania,2021-03-15,44446737,0.03542695466434658,0.10400613529685097,0.09621001711280752,0.06529543416429237,0.03542695466434658,0.015819443502290302,0.014360584203909349,0.8129430194004075,0.035345348669582936,0.003215084157921424
European Union,2021-03-15,447593544,0.28517340217808007,0.28517340217808007,0.28517340217808007,0.28517340217808007,0.28517340217808007,0.28517340217808007,0.28517340217808007,7.699681858808162,0.28517340217808007,0.47891039286303916
North America,2021-03-15,375152636,0.04135201919453138,0.04135201919453138,0.04135201919453138,0.04135201919453138,0.04135201919453138,0.04135201919453138,0.04135201919453138,0.08270403838906276,0.04135201919453138,0.3301133675094316
Latin America and Caribbean,2021-03-22,655119303,0.820392916517165,0.8445223904489051,0.8389843757691946,0.8264187382560404,0.8119969620696171,0.8021417306701447,0.7994948948755204,36.264605898351036,0.7555126228823131,0.5985610532376574
Asia,2021-03-22,4666863690,0.17669352847138373,0.2756672331178392,0.2744117880264589,0.2122681751310668,0.1486354385285465,0.10608082800485409,0.07590662135508079,0.5637756940597489,0.011505626409382632,0.027142725482089236
Oceania,2021-03-22,44446737,0.008955836458653282,0.075437788288892485,0.06290144781471824,0.0430870630734869,0.008955836458653282,-0.00792027971407556,-0.013925568636229502,0.33686757656193306,0.014646416372257958,0.004340026130602118
European Union,2021-03-22,447593544,0.43552664958136295,0.43552664958136295,0.43552664958136295,0.43552664958136295,0.43552664958136295,0.43552664958136295,0.43552664958136295,11.759219538696799,0.43552664958136295,0.5004547161207491
North America,2021-03-22,375152636,0.07727644451868948,0.07727644451868948,0.07727644451868948,0.07727644451868948,0.07727644451868948,0.07727644451868948,0.07727644451868948,0.15455288903737896,0.07727644451868948,0.28007640068934503
Latin America and Caribbean,2021-03-29,655119303,0.8554175221526078,0.8737855754269166,0.8655186229077485,0.8554175221526078,0.8380175177465752,0.8295015894486207,0.8246743631238705,36.88606740422792,0.7684597375880818,0.6830163574038361
Asia,2021-03-29,4666863690,0.32149719289492495,0.5106614007029625,0.4928482092932017,0.39128908301456955,0.2699392776370631,0.1978704666828563,0.1524172165655135,0.9230135272950247,0.018837010761122954,0.024161237072685963
Oceania,2021-03-29,44446737,0.07258681820201546,0.1080579301598206,0.10460719543142016,0.07307518417436744,0.04959144479556533,0.024664250608670894,0.023048477710788277,0.8262494758772522,0.0359238902555327,0.005143234699096134
European Union,2021-03-29,447593544,0.5609606048383832,0.5609606048383832,0.5609606048383832,0.5609606048383832,0.5609606048383832,0.5609606048383832,0.5609606048383832,15.145936330636347,0.5609606048383832,0.5617020249067757
North America,2021-03-29,375152636,0.024505542871225434,0.024505542871225434,0.024505542871225434,0.024505542871225434,0.024505542871225434,0.024505542871225434,0.024505542871225434,0.04901108574245087,0.024505542871225434,0.26560629044866957
Latin America and Caribbean,2021-04-05,655119303,0.8879853819575351,0.9012645206590691,0.895867545167278,0.8879853819575351,0.859366296260024,0.85157858428892,0.8499186357473663,37.18764390938819,0.7747425814455874,0.6719171576600607
Asia,2021-04-05,4666863690,0.4250544139098939,0.5806584289470242,0.5695669832763648,0.4694444324385471,0.336164029681782,0.27570450944443564,0.23367777680655058,1.4597110054076308,0.029790020518523072,0.032248638485517886
Oceania,2021-04-05,44446737,-0.02072640655075556,0.028506240740391462,0.02449226640300141,-0.0073401110004546995,-0.0358819697107107,-0.05607625574538131,-0.06375337181210648,-0.6812543992488044,-0.029619756489078455,0.00578445162352413
European Union,2021-04-05,447593544,0.5520491774013683,0.5520491774013683,0.5520491774013683,0.5520491774013683,0.5520491774013683,0.5520491774013683,0.5520491774013683,14.905327789836946,0.5520491774013683,0.5314133842824149
North America,2021-04-05,375152636,0.1263307636861465,0.1263307636861465,0.1263307636861465,0.1263307636861465,0.1263307636861465,0.1263307636861465,0.1263307636861465,0.252661527372293,0.1263307636861465,0.21644523377412708
Latin America and Caribbean,2021-04-12,655119303,0.9353589557525854,0.9447465171986217,0.9443843693024907,0.9353589557525854,0.905930451850973,0.8910438609011365,0.8881212568164591,38.676855758441945,0.8057678283008738,0.8472397278759469
Asia,2021-04-12,4666863690,0.590989920844514,0.741561869130673,0.7006219650640916,0.590989920844514,0.38890981319569623,0.30465449634988095,0.27311734450751646,1.4312722060734258,0.02920963685864134,0.04617053642721671
Oceania,2021-04-12,44446737,0.0684382578258802,0.12421014537598206,0.11986887523471838,0.08670325296738168,0.06068150905619139,0.03901391344501529,0.0365528354093136,1.209740915628216,0.05259743111427025,0.001286933616746714
European Union,2021-04-12,447593544,0.5358840010523815,0.5358840010523815,0.5358840010523815,0.5358840010523815,0.5358840010523815,0.5358840010523815,0.5358840010523815,14.468868028414303,0.5358840010523815,0.5852247055645646
North America,2021-04-12,375152636,0.06949294596425028,0.06949294596425028,0.06949294596425028,0.06949294596425028,0.06949294596425028,0.06949294596425028,0.06949294596425028,0.13898589192850055,0.06949294596425028,0.270937453842121
Latin America and Caribbean,2021-04-19,655119303,0.9252896455617385,0.9405508088313668,0.9391376613498416,0.9252896455617385,0.8943277458095287,0.881947875968055,0.8759250190336116,37.87323332048641,0.7890256941768002,0.7796833304421805
Asia,2021-04-19,4666863690,0.6097383815440768,0.910949472811281,0.7902737639603046,0.6249577667878946,0.49988716010442796,0.38630211779471296,0.35061865772538353,1.6491860059084487,0.033656857263437735,0.06120671589617395
Oceania,2021-04-19,44446737,0.0763165978549828,0.12059086558124893,0.11204993834889324,0.08164807356781899,0.048772042133542935,0.028616668076448394,0.026341689428274934,0.964310718388515,0.041926552973413696,0.0070713852402708435
European Union,2021-04-19,447593544,0.5337391979986525,0.5337391979986525,0.5337391979986525,0.5337391979986525,0.5337391979986525,0.5337391979986525,0.5337391979986525,14.41095834596362,0.5337391979986525,0.5522550611230443
North America,2021-04-19,375152636,0.15478394431176706,0.15478394431176706,0.15478394431176706,0.15478394431176706,0.15478394431176706,0.15478394431176706,0.15478394431176706,0.3095678886235341,0.15478394431176706,0.2073444047451662
Latin America and Caribbean,2021-04-26,655119303,0.9078099731790576,0.9366012976801801,0.9179028887320647,0.9078099731790576,0.8798427293633511,0.8708998925567021,0.8687602893380177,36.47707322509166,0.7599390255227428,0.7500705562327172
Asia,2021-04-26,4666863690,0.803196416996463,1.325295618103693,1.2544841254660255,0.9135536783131241,0.6459363610585795,0.48770879520114563,0.4234911261470146,1.67728281968104,0.03423026162614368,0.08929523716172649
Oceania,2021-04-26,44446737,0.11519431571590909,0.15761511119143437,0.14531996964612398,0.11948240611503656,0.08788551757679763,0.06472764591716584,0.06311470846614207,1.6784238826462206,0.0729749514194009,0.004821501294909455
European Union,2021-04-26,447593544,0.4547134188166605,0.4547134188166605,0.4547134188166605,0.4547134188166605,0.4547134188166605,0.4547134188166605,0.4547134188166605,12.277262308049833,0.4547134188166605,0.5084014348517949
North America,2021-04-26,375152636,0.1718741309616323,0.1718741309616323,0.1718741309616323,0.1718741309616323,0.1718741309616323,0.1718741309616323,0.1718741309616323,0.3437482619232646,0.1718741309616323,0.20319356092702492
Latin America and Caribbean,2021-05-03,655119303,0.787638789812948,0.8119571634384412,0.8019039307059279,0.787638789812948,0.7642621479610308,0.7535150389361126,0.750178898551771,30.72473338545875,0.6400986121970573,0.7266506998344392
Asia,2021-05-03,4666863690,1.2863181826537124,1.7142348838897852,1.695428285692842,1.2863181826537124,0.8089585553626782,0.5310750208428654,0.48783650124660805,1.7502775685400431,0.03571995037836823,0.11031882098960555
Oceania,2021-05-03,44446737,0.10160024091357968,0.14672392447430016,0.13697051892834772,0.11426652597178907,0.08700535223031586,0.07088894163071101,0.06880708902376895,1.834583177789784,0.07976448599086018,0.0038585509662947813
European Union,2021-05-03,447593544,0.40212793127624735,0.40212793127624735,0.40212793127624735,0.40212793127624735,0.40212793127624735,0.40212793127624735,0.40212793127624735,10.857454144458679,0.40212793127624735,0.43180091087283423
North America,2021-05-03,375152636,0.13689408315288576,0.13689408315288576,0.13689408315288576,0.13689408315288576,0.13689408315288576,0.13689408315288576,0.13689408315288576,0.2737881663057715,0.13689408315288576,0.19850986732770814
Latin America and Caribbean,2021-05-10,655119303,0.773700109856396,0.7927500020283162,0.7903815554519316,0.773700109856396,0.7477331411029949,0.7369504999709314,0.7327723422567436,29.653103056340353,0.6177729803404239,0.6576773085863415
Asia,2021-05-10,4666863690,1.2459151048438148,1.7172782114261207,1.6311929478028828,1.2738681536054188,0.7859736424208698,0.5088466299768785,0.49196255831364605,1.7578312496290232,0.03587410713528619,0.11902606051902921
Oceania,2021-05-10,44446737,0.03379786535732802,0.09271350644618712,0.08517459605486898,0.05852380704798215,0.03335763967510907,0.010705263685251142,0.009212398352191958,0.645873065857704,0.028081437645987133,0.0022498839453613884
European Union,2021-05-10,447593544,0.26993848473422377,0.26993848473422377,0.26993848473422377,0.26993848473422377,0.26993848473422377,0.26993848473422377,0.26993848473422377,7.288339087824042,0.26993848473422377,0.36803144774581464
North America,2021-05-10,375152636,0.14661964837208322,0.14661964837208322,0.14661964837208322,0.14661964837208322,0.14661964837208322,0.14661964837208322,0.14661964837208322,0.29323929674416643,0.14661964837208322,0.18609572024971724
Latin America and Caribbean,2021-05-17,655119303,0.7505753786166102,0.779385031143891,0.7698243500647762,0.7505753786166102,0.7266728431531868,0.7123760830488545,0.7080736499251611,28.23878269181193,0.5883079727460819,0.6386187952089697
Asia,2021-05-17,4666863690,1.3560703703248091,1.8631809460281856,1.695038374826383,1.3560703703248091,0.8168135136980262,0.447641461599627,0.4155035609000265,1.7530254525263442,0.035776029643394776,0.12015407718068577
Oceania,2021-05-17,44446737,0.06799956983599197,0.12860014504998618,0.11603790569580688,0.09113920451300303,0.0629395362915342,0.04729223297183269,0.04380826905035983,1.0761151586092406,0.046787615591706105,0.005143234699096133
European Union,2021-05-17,447593544,0.19151273973988348,0.19151273973988348,0.19151273973988348,0.19151273973988348,0.19151273973988348,0.19151273973988348,0.19151273973988348,5.170843972976853,0.19151273973988348,0.28677089229866104
North America,2021-05-17,375152636,0.18453183604722811,0.18453183604722811,0.18453183604722811,0.18453183604722811,0.18453183604722811,0.18453183604722811,0.18453183604722811,0.36906367209445623,0.18453183604722811,0.16446639068797586
Latin America and Caribbean,2021-05-24,655119303,0.7424845101678798,0.7742066075244987,0.7622831407486029,0.7424845101678798,0.7165174952507084,0.7058606611165548,0.70126667820706,27.698213758435294,0.5770461199674021,0.6083079802031112
Asia,2021-05-24,4666863690,1.6133865277182076,1.9424220216288381,1.9332790571922858,1.6133865277182076,0.8612797087724373,0.4271050230905415,0.36567929967418383,1.6668900890998626,0.034018165083670664,0.11823790807997651
Oceania,2021-05-24,44446737,0.06830805052736426,0.14668497531469799,0.12495103860543652,0.09521121160251045,0.06566170004691227,0.05053520302953688,0.04329622071032697,1.2860614719106862,0.05591571617002985,0.006427918431897487
European Union,2021-05-24,447593544,0.11988525442476736,0.11988525442476736,0.11988525442476736,0.11988525442476736,0.11988525442476736,0.11988525442476736,0.11988525442476736,3.2369018694687184,0.11988525442476736,0.2221088783175121
North America,2021-05-24,375152636,0.11837971428220023,0.11837971428220023,0.11837971428220023,0.11837971428220023,0.11837971428220023,0.11837971428220023,0.11837971428220023,0.23675942856440046,0.11837971428220023,0.1574215248216995
Latin America and Caribbean,2021-05-31,655119303,0.7364328103676991,0.7691117289155341,0.7584864511913816,0.7408931978124149,0.7186567435196377,0.7034013718134251,0.7024710075380729,27.652472907649038,0.5760931855760215,0.6269302371632302
Asia,2021-05-31,4666863690,0.9132591812431557,1.5201236802156808,1.4916728347348291,1.1337962023464847,0.6759857812912171,0.3147111382470358,0.29492098389668536,1.544564253609261,0.03152171946141349,0.10338857786523437
Oceania,2021-05-31,44446737,0.01348737151075154,0.06749070465677391,0.061365691698363936,0.032967627201341894,0.00996143147489809,-0.011537816728895327,-0.019924149009822423,0.15796966170648757,0.006868246161151635,0.0022498839453613884
European Union,2021-05-31,447593544,0.1569380038463962,0.1569380038463962,0.1569380038463962,0.1569380038463962,0.1569380038463962,0.1569380038463962,0.1569380038463962,4.2373261038526975,0.1569380038463962,0.17314771635758894
North America,2021-05-31,375152636,0.1521869061443849,0.1521869061443849,0.1521869061443849,0.1521869061443849,0.1521869061443849,0.1521869061443849,0.1521869061443849,0.3043738122887698,0.1521869061443849,0.16949287809349153
Latin America and Caribbean,2021-06-07,655119303,0.6985642540419584,0.72726727487577425,0.718317349427499,0.6985642540419584,0.6782798057775199,0.6638395576353061,0.6596626417002865,25.411279828460728,0.5294016630929318,0.5803084999313476
Asia,2021-06-07,4666863690,0.9290782311969558,1.345935432480536,1.3274346447689496,1.0145742156229676,0.5838734694104348,0.3287299011878061,0.2913587908047357,1.7932806723345562,0.03659756474152155,0.08686161133624197
Oceania,2021-06-07,44446737,0.05525660683945228,0.10713826612696617,0.09524091054598445,0.07058157778444173,0.04786633028799687,0.0308974317444059,0.02477641503214987,0.9785535551359608,0.04254580674504177,6.43466808373357e-4
European Union,2021-06-07,447593544,0.13386705311313363,0.13386705311313363,0.13386705311313363,0.13386705311313363,0.13386705311313363,0.13386705311313363,0.13386705311313363,3.6144104340546073,0.13386705311313363,0.13232742248847093
