continent_alt,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
Latin America and Caribbean,2020-07-27,659285500,4523.221601559146,4667.5644802853,4630.811940235972,4540.680291662424,4459.218293094285,4415.5310534983,4403.526827916127,207923.60691266728,4331.741810680568,2966.573
Asia,2020-07-27,4695793204,10392.346284952855,17477.22577447014,16246.569648817926,13109.291612450674,9408.84477334667,7777.433538108957,7194.314388557126,60207.47926269249,1204.1495852538499,1398
Africa,2020-07-27,1425436439,2461.652080008445,5577.688259386254,5097.944069808111,4090.329987825256,2461.652080008445,1786.1304294872525,1527.4890906766466,93182.29909111254,1663.9696266270096,393.35600000000005
"Europe, United States, Canada, and Oceania",2020-07-27,1168254059,3857.692897919718,3888.4247010235736,3882.7008372728033,3870.882269108893,3857.1032636206623,3845.3592285296977,3843.646668426464,290205.1200679429,3869.401600905905,1337.5463333333332
Latin America and Caribbean,2020-08-03,659285500,4240.3273669985265,4325.121262347926,4283.900698219527,4240.3273669985265,4158.96330199006,4113.897642090895,4104.332687395316,194076.03456243692,4043.250720050769,2940.43
Asia,2020-08-03,4695793204,10078.425661650272,16522.830585722393,15095.164560263322,12950.864670212486,9407.466824028816,7623.680213595015,6719.878177890572,57738.67972352216,1154.7735944704432,1409.753
Africa,2020-08-03,1425436439,1883.8410348316966,4179.455688955318,3990.6144491681844,3118.8155074079828,1780.7581179028598,942.8638460524161,602.9608856702107,51858.6861878867,926.0479676408339,350.574
"Europe, United States, Canada, and Oceania",2020-08-03,1168254059,3033.6037609795876,3060.0001707115416,3057.191195894072,3045.454629132632,3032.1233335730635,3022.0775218276735,3019.2846024939668,228478.64080527087,3046.3818774036117,1368.251
Latin America and Caribbean,2020-08-10,659285500,3940.8370872825444,3999.488641108078,3984.3658947812705,3940.8370872825444,3869.4250528935368,3831.2088812850225,3808.097004112714,180811.46313386512,3766.9054819555236,3104.288
Asia,2020-08-10,4695793204,9995.161843633598,17040.35272066318,16080.42246198172,13294.168972626196,9572.226986207774,7908.697313500478,7299.6562398072065,55451.10829495063,1109.0221658990126,1472.429
Africa,2020-08-10,1425436439,1654.253039838495,3881.869852677924,3559.686023449684,2518.3285987769686,1534.7087175435101,669.62130884526,350.15078847435325,44500.2861878867,794.6479676408338,424.57399999999996
"Europe, United States, Canada, and Oceania",2020-08-10,1168254059,4086.7006781324208,4115.360391535675,4109.800054313158,4100.162033332679,4086.7006781324208,4076.462940534083,4072.336222788977,307659.3550909845,4102.12473454646,1396.457
Latin America and Caribbean,2020-08-17,659285500,3658.897704907722,3696.641466908721,3689.6335366903213,3658.897704907722,3578.4950251150917,3542.0042721739565,3528.3950231475965,167192.948848151,3483.186434336479,2865.427
Asia,2020-08-17,4695793204,9398.068198853092,17274.36749347372,16373.584302991354,13754.671585081693,9398.068198853092,7820.39994239015,7349.190224414237,56905.2511520936,1138.105023041872,1502.001
Africa,2020-08-17,1425436439,1708.4168683861524,3947.1686386429233,3641.968354608393,2693.8157169405686,1528.1159800560151,874.7094428144507,622.1164728966797,43823.486187886694,782.5622533551195,328.429
"Europe, United States, Canada, and Oceania",2020-08-17,1168254059,3297.9833965982257,3325.1582273974136,3322.174374115601,3310.4839880942723,3297.6856597075734,3286.8153097176514,3282.814735610918,248362.21223384276,3311.4961631179035,1364.716
Latin America and Caribbean,2020-08-24,659285500,3365.82036623636,3413.035563304509,3394.303298007257,3365.82036623636,3284.8688446658102,3253.5041372052256,3233.64908033101,153005.74884815083,3187.6197676698093,2867
Asia,2020-08-24,4695793204,12038.91561223212,17741.75178394999,17437.255632710865,14196.609680050866,10693.137089440053,8892.350632916721,7861.85173794877,51795.96543780778,1035.9193087561557,1491.715
Africa,2020-08-24,1425436439,1324.8609021679792,3676.3220029738327,3454.7991505282735,2464.0357137050105,1324.8609021679792,647.2392967588949,415.058736802926,36082.68618788669,644.333681926548,301.144
"Europe, United States, Canada, and Oceania",2020-08-24,1168254059,2674.7920649891585,2701.5967452280297,2700.177725961966,2687.80853448895,2674.7920649891585,2664.961092627261,2659.940046020219,201621.99794812675,2688.2933059750235,1205.431
Latin America and Caribbean,2020-08-31,659285500,2995.9392976588847,3092.1482647343732,3065.7807362687786,3021.3920459965216,2961.930933823785,2928.509990234328,2919.977301559656,138145.9774195795,2878.0411962412395,2606.572
Asia,2020-08-31,4695793204,10575.924666645933,17563.280745483964,16859.67326193347,13573.635753896175,9901.744769569783,8021.9986986991435,7350.966046431285,43308.10829495066,866.1621658990132,1553.142
Africa,2020-08-31,1425436439,1359.530739582733,3455.929180692645,3236.449868642836,2282.1774390567152,1125.6648819198197,484.64372223746994,377.26573936750697,32514.686187886666,580.6193962122619,258.146
"Europe, United States, Canada, and Oceania",2020-08-31,1168254059,2363.190745825021,2390.9947978194064,2387.351867584463,2377.4745562563076,2363.190745825021,2354.9949492231367,2350.4562500850257,178222.64080526994,2376.301877403599,1262.574
Latin America and Caribbean,2020-09-07,659285500,2554.9743482147123,2654.379507872325,2626.8645888848732,2570.3002519411343,2516.9392032842366,2473.885170966088,2454.500550476038,116698.5842214934,2431.220504614446,2623.712
Asia,2020-09-07,4695793204,12792.077966661174,19573.436999238435,18381.703119275797,15134.762813322584,11643.39997586189,9606.709799101534,8393.09145648222,34887.359447024326,697.7471889404866,1629.5739999999998
Africa,2020-09-07,1425436439,1151.968794612658,3333.3137426470994,3083.8293936159166,2024.0589626904857,873.2332947373444,35.469351079312794,-135.33238984163404,19654.456940574844,350.97244536740794,244.291
"Europe, United States, Canada, and Oceania",2020-09-07,1168254059,3208.2932691669384,3238.3745585958536,3234.8678987510066,3223.8735642311462,3208.2932691669384,3200.213418280863,3197.1677537689325,241580.42651955498,3221.0723535940665,1203.429
Latin America and Caribbean,2020-09-14,659285500,2319.078589212782,2383.1622875395014,2372.3445719431234,2327.542507056962,2277.1954188635823,2241.969361211695,2226.419348587549,105622.6985072078,2200.472885566829,2194
Asia,2020-09-14,4695793204,12595.727319735392,20485.373307866666,18672.69699583274,15505.276008151239,11491.803421539093,9300.392365684145,8240.758973229886,32754.216589881573,655.0843317976314,1771.715
Africa,2020-09-14,1425436439,677.6884598121734,3064.3618930245366,2673.974127504177,1696.1311084900856,400.00309822706316,-533.1244490832559,-1104.1249497756285,18550.456940574833,331.25815965312205,186.145
"Europe, United States, Canada, and Oceania",2020-09-14,1168254059,3301.0844280280626,3329.946344655833,3326.000386694666,3316.224737085096,3301.0844280280626,3292.896976374513,3289.7655901785283,248563.99794812722,3314.186639308363,1141.071
Latin America and Caribbean,2020-09-21,659285500,2316.160668578775,2376.5344451702936,2364.867279139248,2317.4848785327017,2266.4687995646877,2231.3279026013006,2219.5914915318012,104975.72707863641,2186.9943141382587,2057.716
Asia,2020-09-21,4695793204,12073.42650552192,19265.59355035663,18302.92978036919,14876.758271147062,10897.97254897508,8547.332360634886,7423.61469445168,31846.41068926046,636.9282137852092,1819.2839999999999
Africa,2020-09-21,1425436439,1284.301116091381,3343.9078468913394,3085.356455713201,2057.1975334465205,877.3327842590871,158.03945106848755,-33.36700909386025,21571.25694057483,385.20101679597906,184.145
"Europe, United States, Canada, and Oceania",2020-09-21,1168254059,3031.4856569923913,3059.1683576031924,3054.1681070702875,3046.14386426097,3031.4856569923913,3022.8946455605214,3020.688587435464,228142.3550909848,3041.8980678797975,1314.432
Latin America and Caribbean,2020-09-28,659285500,2108.8488431239884,2165.7725227286555,2153.3496422537023,2115.6226766285126,2066.9743386053897,2032.4204379915118,2021.3994325546557,95501.7842214935,1989.6205046144478,2095.286
Asia,2020-09-28,4695793204,10522.131885279034,19045.536273036534,17199.998930500886,13439.35686657429,10331.98001627843,8457.2179815200725,7588.228159252064,36818.696403546084,736.3739280709217,1724.712
Africa,2020-09-28,1425436439,541.7903748834548,2582.6913002586,2190.18660510795,1142.3791830051528,51.305106807723114,-1093.5710849296365,-1952.8985242132705,16694.45694057481,298.1153025102645,196.43
"Europe, United States, Canada, and Oceania",2020-09-28,1168254059,3056.746630780643,3078.3923228700096,3073.967379356512,3066.8121086072515,3055.2440916138235,3048.4781099237593,3046.4606193539494,229440.06937669823,3059.200925022643,1385.001
Latin America and Caribbean,2020-10-05,659285500,2245.2357737805432,2292.5898976270682,2283.4261551948716,2245.2357737805432,2193.4472434748564,2150.4120928813927,2143.269205727305,101414.69113393586,2112.8060652903305,2428.8806666666665
Asia,2020-10-05,4695793204,10318.250827146334,17806.66536472105,16358.24461777594,12989.6509621479,9873.066343368866,7773.396632017604,7173.115184310371,36955.31852336179,739.1063704672358,1738.288
Africa,2020-10-05,1425436439,557.7976036444115,2468.7974304946633,2254.1775848996735,1215.4604297912622,54.605384824247494,-1319.518453752247,-1775.1646251105196,19823.80876853183,353.99658515235416,168.715
"Europe, United States, Canada, and Oceania",2020-10-05,1168254059,4774.27990331303,4802.1677231248,4797.674738112949,4788.6536266294615,4774.27990331303,4767.117947456957,4762.251245074236,359077.2813582655,4787.6970847768735,1462.858
Latin America and Caribbean,2020-10-12,659285500,2179.8164626905277,2223.028545342718,2205.75075437117,2179.8164626905277,2122.005779081287,2086.4138705210084,2081.7308574425715,98033.77684822158,2042.3703510046162,1822.432
Asia,2020-10-12,4695793204,9506.171426391744,15463.804532816983,14782.514542013661,12276.611254886491,9413.801487452414,7451.880819350743,7156.443243215788,44000.60423764751,880.0120847529502,1648.145
Africa,2020-10-12,1425436439,786.1371250056845,3046.281443630641,2620.5382276944624,1793.0664858611563,438.4302173399293,-887.4260445463775,-1162.4110657400197,24543.80876853185,438.2822994380687,238.002
"Europe, United States, Canada, and Oceania",2020-10-12,1168254059,5164.265432342196,5187.944564642332,5186.867638615693,5178.704073135535,5164.265432342196,5157.389585018722,5154.4606110309705,388093.70992969425,5174.58279906259,1662.143
Latin America and Caribbean,2020-10-19,659285500,2307.0108509951274,2377.1404828499017,2341.145696838819,2307.0108509951274,2252.8774511186743,2217.557174325145,2211.3333722231987,104484.8625625073,2176.7679700522353,1692.571
Asia,2020-10-19,4695793204,8890.215843394655,14138.011575921222,13501.768568546338,11563.970855772199,8795.1427278935,7264.476457703596,6457.9321220980155,44033.31852336179,880.6663704672358,1551.143
Africa,2020-10-19,1425436439,779.8858223257505,2757.5832531548076,2559.7946580435037,1601.750204210652,302.47361596064064,-955.9729175473755,-1377.2158323031274,23267.00876853184,415.48229943806854,232.71699999999998
"Europe, United States, Canada, and Oceania",2020-10-19,1168254059,6854.179212595063,6875.590119029434,6872.933649313134,6864.243002489969,6853.251027333053,6847.000184342784,6843.755520007494,514211.56707255135,6856.154227634018,2021.43
Latin America and Caribbean,2020-10-26,659285500,2278.8138954489414,2329.532998096798,2310.5734047062456,2278.8138954489414,2223.5529793792275,2190.090897397715,2184.5344715325377,103390.46256250728,2153.967970052235,1711.431
Asia,2020-10-26,4695793204,9162.096010686086,15208.996717789181,14042.43227510505,11944.10905158178,8735.126507592557,7053.042844751275,6664.757652975642,55021.175666219,1100.42351332438,1475.571
Africa,2020-10-26,1425436439,721.8636342783195,2633.6602242086783,2411.41481930372,1314.3848324233045,234.56808500479124,-1122.70997452463,-1433.536963488125,19156.60876853185,342.08229943806873,239.57399999999998
"Europe, United States, Canada, and Oceania",2020-10-26,1168254059,8144.5477448891515,8170.48125402421,8168.567555138149,8156.937831691075,8143.67181235575,8131.446253672315,8126.494273971481,611140.0670725513,8148.534227634018,2679.574
Latin America and Caribbean,2020-11-02,659285500,2395.487939238388,2445.208883967934,2434.1797580946,2395.487939238388,2339.4456618779236,2313.7129333563935,2303.20239005711,108712.75565006482,2264.8490760430172,1603.43
Asia,2020-11-02,4695793204,9516.863246241126,15790.594676206973,14526.161684559167,12234.130404507188,8726.229395961194,6729.5345531481125,6321.175501641334,67218.42259402222,1344.3684518804444,1437.7160000000001
Africa,2020-11-02,1425436439,2088.168754561391,3919.8666713776593,3727.218220901236,2672.171835150354,1774.4147807185632,1004.6995315381511,720.122384185327,42328.84360724146,755.8722072721689,254.576
"Europe, United States, Canada, and Oceania",2020-11-02,1168254059,11218.339729181287,11241.401523943563,11237.867973114553,11229.674212899637,11218.339729181287,11212.099398967777,11208.27674654816,841416.1265195559,11218.881686927412,3552.141
Latin America and Caribbean,2020-11-09,659285500,2396.572691278612,2449.019697482812,2440.9517043406136,2396.572691278612,2348.767637566297,2317.6957631947153,2305.9165445631,109552.06993577919,2282.334790328733,1552.86
Asia,2020-11-09,4695793204,9711.285188331325,15879.115397255755,14834.08746781479,12496.982763404025,9069.37652921584,6718.669074672826,6470.283578437033,74366.70830830795,1487.3341661661589,1574.001
Africa,2020-11-09,1425436439,2303.526119918346,4378.668495335928,3980.3306016868064,3121.871379374471,2010.8197215940093,1312.2934948679301,1088.5454937280088,46671.243607241486,833.4150644150266,317.287
"Europe, United States, Canada, and Oceania",2020-11-09,1168254059,11655.784835875738,11681.51631889069,11676.265436729787,11667.98438304139,11655.784835875738,11649.464861496897,11647.435740384031,874248.9836624132,11656.653115498842,5015.432
Latin America and Caribbean,2020-11-16,659285500,2412.8476880132484,2474.723515567881,2460.8427668370186,2412.8476880132484,2374.6295604444413,2343.2413547671426,2323.7986930581687,110704.18422149347,2306.337171281114,1699.432
Asia,2020-11-16,4695793204,10155.778607016447,15177.440318959754,14756.351118751762,12168.168101205632,8348.258494368587,6562.7652404108,6144.830813853172,67710.5654511651,1354.2113090233017,1556.572
Africa,2020-11-16,1425436439,2336.4207244910917,4309.981917105669,4036.1052083982745,3056.150583631692,2055.31288044793,1198.0155910940791,1085.0759959682703,47464.84360724149,847.5864929864551,290.289
"Europe, United States, Canada, and Oceania",2020-11-16,1168254059,11960.363576067957,11983.736006190926,11980.521030368804,11972.129843073406,11960.363576067957,11953.229144806646,11951.25264368754,897083.269376699,11961.110258355986,5592.427
Latin America and Caribbean,2020-11-23,659285500,2462.4809052945766,2522.973660207561,2502.14710952183,2462.4809052945766,2421.1115234724816,2390.9368743821947,2377.5584990048774,113015.04136435062,2354.4800284239714,1559.7140000000002
Asia,2020-11-23,4695793204,10116.048023984182,15841.921607745486,15346.779175824524,12344.87380700813,8895.29903016364,6875.042061187574,6449.585579349291,59369.565451165094,1187.3913090233018,1732.286
Africa,2020-11-23,1425436439,2169.8812709501967,4089.4703391101,3830.6093226673634,2807.223870714702,1860.399203740226,1217.7881962805504,914.8992300417939,40461.64360724146,722.5293501293118,335.145
"Europe, United States, Canada, and Oceania",2020-11-23,1168254059,11996.295308875604,12020.952326787072,12017.202582838894,12008.849435953025,11996.295308875604,11989.218137178912,11986.82283007054,899782.1979481275,11997.0959726417,6521.716
Latin America and Caribbean,2020-11-30,659285500,2584.47469304097,2639.828090827367,2621.470034254164,2584.47469304097,2530.6139956143234,2495.865127770325,2485.671550900772,117643.38422149341,2450.9038379477793,1764.572
Asia,2020-11-30,4695793204,9321.383262944364,15561.101703286162,14658.936435966458,12326.630113335314,9170.175593501792,7368.965653971491,7141.623133943246,49341.708308307934,986.8341661661588,1709.29
Africa,2020-11-30,1425436439,2359.2033129366205,4633.71972974361,4343.924721433891,3293.5044674668534,2171.9910428438066,1512.2264222525123,1200.4585065573224,50837.64360724149,907.8150644150265,286.431
"Europe, United States, Canada, and Oceania",2020-11-30,1168254059,12226.442825521252,12251.320676790328,12248.761982996975,12238.36706101868,12226.442825521252,12219.951241928698,12217.868590335203,916995.7693766978,12226.610258355971,6700.002
Latin America and Caribbean,2020-12-07,659285500,3098.0573837040465,3146.0199430272137,3131.779700056944,3098.0573837040465,3046.8183795926493,3012.5755581677986,2998.7060114002416,141647.9150970695,2950.9982311889476,1811.142
Asia,2020-12-07,4695793204,8749.986526613615,14554.48843540188,13740.650949381836,11734.839607886015,8464.099749439269,7170.3838066499675,6694.05906742133,50751.737878200445,1015.0347575640089,1623.5729999999999
Africa,2020-12-07,1425436439,2529.4890408345564,5022.011624133294,4702.4475220180775,3628.5263951081156,2529.4890408345564,1866.4904697330985,1655.8530053079437,65576.11844595123,1171.002115106272,303.714
"Europe, United States, Canada, and Oceania",2020-12-07,1168254059,12401.52665406745,12425.858916444598,12423.993668981364,12414.831340768515,12401.52665406745,12395.371721023675,12393.506638032672,930145.8274412154,12401.944365882871,7341.142
Latin America and Caribbean,2020-12-14,659285500,3310.1574838778897,3367.017567503897,3349.326878116633,3310.1574838778897,3262.81413029921,3234.9634406523087,3213.8084778111497,151800.4865256412,3162.5101359508585,1860.5739999999998
Asia,2020-12-14,4695793204,7850.194297049338,12839.774105182041,12639.119189790537,10643.991795165535,7729.99886681496,6153.660152441813,5748.587356232987,45097.30930677188,901.9461861354376,1515.1399999999999
Africa,2020-12-14,1425436439,2820.6959116706917,5514.505483405567,5085.01234470567,4243.839748619092,2820.6959116706917,2294.672915010029,2169.1740191458985,72182.51844595122,1288.9735436777005,361
"Europe, United States, Canada, and Oceania",2020-12-14,1168254059,11805.175038658339,11829.233533901572,11826.262869688071,11817.969698366347,11805.175038658339,11798.11726020275,11793.052283358886,885443.6845840727,11805.915794454302,7474.575
Latin America and Caribbean,2020-12-21,659285500,3709.307696913911,3755.9203425175165,3742.461732856052,3709.307696913911,3655.2510112813297,3627.2994062787716,3613.0110824435883,170855.45795421262,3559.48870737943,2034.5729999999999
Asia,2020-12-21,4695793204,6930.1230397654945,12172.693925467967,11191.181236766188,9593.190442453322,6788.708063041267,5184.236580336796,4947.2858148439645,37225.961470731105,744.519229414622,1452.251
Africa,2020-12-21,1425436439,3337.922121732985,6346.634335605495,5646.122771397081,4797.056476155351,3337.922121732985,2922.711923843505,2630.2249595296644,98617.71844595122,1761.0306865348432,411.85699999999997
"Europe, United States, Canada, and Oceania",2020-12-21,1168254059,11733.249589192277,11757.439367677322,11755.564139104428,11744.777074636988,11733.249589192277,11726.475656688646,11723.448234485644,880050.1131555012,11734.001508740015,7883.715999999999
Latin America and Caribbean,2020-12-28,659285500,4333.945329299973,4401.613845926266,4380.732013796248,4338.578262277498,4293.322391563897,4263.071435897484,4248.0905083166945,200381.88941488625,4174.622696143463,1889.5720000000001
Asia,2020-12-28,4695793204,9384.243001887746,14956.886511644485,14132.221663209899,11859.980451560814,9384.243001887746,7603.8533921877715,7187.559605408238,35778.71849320289,715.5743698640579,1360
Africa,2020-12-28,1425436439,4094.364955416156,7117.4207421509245,6433.489172586477,5407.0679112363605,4094.364955416156,3652.5153005133675,3366.196166163154,117727.14895442547,2102.270517043312,546.145
"Europe, United States, Canada, and Oceania",2020-12-28,1168254059,12171.88517607993,12196.300126148984,12193.636651428467,12182.942791407437,12171.496661058905,12164.425825108485,12160.019412679525,912963.4816658021,12172.846422210694,6849.165666666667
Latin America and Caribbean,2021-01-04,659285500,5532.139023134488,5644.9947159117555,5622.414594030469,5533.709811652516,5461.870950887041,5400.640969793347,5381.911473721046,246004.53529996116,5125.094485415858,2131.929
Asia,2021-01-04,4695793204,6059.1385150156775,10873.243022312543,9910.200387250778,8022.179938821387,5198.70852904549,2984.388397340419,2214.300875258388,21794.141969620712,435.88283939241427,1220.426
Africa,2021-01-04,1425436439,4780.398168128799,8415.343653789569,7664.110996667354,5849.662215103566,4557.254144613829,3563.5274747744975,3322.4589409867126,130254.00185535502,2325.9643188456253,654.145
"Europe, United States, Canada, and Oceania",2021-01-04,1168254059,9522.926978618143,9550.381411918923,9544.725104316396,9533.489632249935,9522.416379517472,9514.912195924282,9511.499583297618,714245.5717608501,9523.274290144669,7536.001
Latin America and Caribbean,2021-01-11,659285500,6806.1183240953105,6956.0881930783535,6923.05507066321,6835.549596368909,6741.498856063485,6675.575428475056,6644.069103232666,306825.5638713462,6392.199247319712,2878.86
Asia,2021-01-11,4695793204,6300.090462424583,10620.307671562923,10086.15913247471,7825.157120823857,4992.916443183833,3125.43199607689,1389.993580362123,22391.52292198468,447.83045843969364,1089.962
Africa,2021-01-11,1425436439,4968.53227769372,8474.642433748191,8194.776331802239,6276.698666083832,4782.789228563228,3985.942210630562,3585.438007934976,148962.00185535508,2660.035747417055,780.285
"Europe, United States, Canada, and Oceania",2021-01-11,1168254059,8947.03251145292,8973.772987472046,8971.530014671684,8958.162790145103,8946.23109448304,8938.544650078684,8935.7761298513,670930.9289036305,8945.745718715072,8638.145
Latin America and Caribbean,2021-01-18,659285500,7256.453823863551,7418.49322644873,7382.107530254785,7307.14217977488,7202.482452141847,7127.0209183242105,7110.313668388359,327590.4781570602,6824.801628272088,3046.392
Asia,2021-01-18,4695793204,5501.179904659077,10414.47138511415,9637.210040732318,7507.337464214145,4908.6993647387135,1965.6561918161576,1478.4949204592683,21117.23720769898,422.3447441539796,1192.142
Africa,2021-01-18,1425436439,4029.510386701966,7535.3634196212315,6707.543304526402,5532.5782562432305,4029.510386701966,3183.8943448896525,3065.9393027616793,125184.66852202175,2235.440509321817,891.43
"Europe, United States, Canada, and Oceania",2021-01-18,1168254059,9285.846136051265,9315.619960907608,9312.415282498276,9300.157043053807,9285.846136051265,9278.29184299027,9276.816001314732,696623.7860464874,9288.317147286498,9044.144
Latin America and Caribbean,2021-01-25,659285500,6114.891714254098,6320.562887255659,6285.357895776631,6188.471296019896,6078.426196522965,6016.180705579279,6008.6541162345475,275287.7924427745,5735.162342557803,3670.001
Asia,2021-01-25,4695793204,5624.603974517133,9821.21727568742,9150.295038971759,7475.231156133661,5079.102322881178,3156.1636274310868,2362.0247319668924,21738.665779127554,434.77331558255105,1131.858
Africa,2021-01-25,1425436439,3461.0709281800887,6852.010176707677,6381.430337535669,4813.279568733099,3459.8363502879265,2688.3364754061117,2358.601343097702,78859.33518868836,1408.2024140837207,903.288
"Europe, United States, Canada, and Oceania",2021-01-25,1168254059,8070.890253891908,8100.191133209311,8096.926003221855,8084.450373279045,8070.890253891908,8065.154215305183,8061.377037129063,605463.0717607734,8072.840956810312,8910.432
Latin America and Caribbean,2021-02-01,659285500,5342.916357341364,5517.534354742978,5490.188391296468,5395.896825280061,5299.614634637367,5244.347484613152,5227.620356317076,238908.20884194763,4977.254350873909,3733.572
Asia,2021-02-01,4695793204,5356.68798941607,8624.299828825071,8075.205878136852,6317.345494938708,4520.011584382571,2713.644438234269,2279.339334341507,13960.85180592794,279.2170361185588,1168.572
Africa,2021-02-01,1425436439,3152.2546087425335,5931.719359531466,5461.969057654956,4315.502907036294,3001.6277326685718,2334.979402692559,2072.4820624195568,51159.38413195866,913.5604309278332,794.001
"Europe, United States, Canada, and Oceania",2021-02-01,1168254059,5962.430039114329,5986.6807469731775,5983.24599507013,5974.169974508439,5962.430039114329,5956.9260566896455,5952.720596684852,447228.17312266387,5963.042308302185,8554.283
Latin America and Caribbean,2021-02-08,659285500,4583.540523677695,4742.302106425751,4704.963144675856,4621.40069150349,4521.279874821681,4476.857645213119,4454.119181573397,203507.5802705188,4239.741255635809,3482.998
Asia,2021-02-08,4695793204,4716.871870094388,7701.313958742463,7465.883558356348,5815.356291150966,3940.3826474367074,2347.2388088072726,1725.3354165927933,8874.185139261355,177.4837027852271,959.571
Africa,2021-02-08,1425436439,2590.476375998298,5572.16037834687,5161.173623457524,4004.777748697483,2590.476375998298,1854.6969746756595,1598.4354690074113,34051.384131958635,608.0604309278327,579.431
"Europe, United States, Canada, and Oceania",2021-02-08,1168254059,4452.830016803214,4477.164368812996,4473.526739467544,4464.936865669641,4452.830016803214,4447.944267703645,4445.3826186608385,334074.4231226647,4454.325641635529,7853.763333333333
Latin America and Caribbean,2021-02-15,659285500,4312.80721129054,4439.998853211365,4417.926666284733,4352.365483428521,4270.979463190165,4219.364754401957,4187.481108642839,192348.55169909023,4007.2614937310464,3581.285
Asia,2021-02-15,4695793204,5056.021014897399,8458.807405994572,8206.113844635775,6465.624008243978,4486.414619298132,2571.8831661095123,1874.385438055665,17500.732758308943,350.01465516617884,857.288
Africa,2021-02-15,1425436439,2688.786266343405,5628.331588569794,4874.249053760447,4033.9627081678673,2665.6754069240264,1923.8527478215578,1613.0155671129983,31922.25305851221,570.0402331877181,487.142
"Europe, United States, Canada, and Oceania",2021-02-15,1168254059,3856.0305390943804,3879.337068853049,3875.8410429559444,3866.3617395995225,3856.0305390943804,3850.465903382491,3848.0049990803523,289281.5659798071,3857.0875463974285,6640.145
Latin America and Caribbean,2021-02-22,659285500,4072.4827516041437,4211.929563339835,4195.303588828077,4121.4027688348415,4054.85744768744,4020.033701725578,4011.5846902572,181256.89455623305,3776.185303254855,3176.574
Asia,2021-02-22,4695793204,5187.467258057532,8476.874700325669,8108.184341623758,6397.378275603098,4422.2687202934785,2363.6426641004705,1768.1948313140724,11390.13752021371,227.8027504042742,860.573
Africa,2021-02-22,1425436439,2124.0428030567864,5001.1326941069,4683.424544230362,3550.795613586419,2124.0428030567864,1394.5915937945465,1113.549248392212,26442.25305851229,472.18309033057665,389.427
"Europe, United States, Canada, and Oceania",2021-02-22,1168254059,2904.0804473126664,2926.4216341503334,2923.9908603059075,2915.2954808151358,2904.0804473126664,2898.0057575093915,2896.595373680129,217827.99455123564,2904.373260683142,5465.861
Latin America and Caribbean,2021-03-01,659285500,5417.377611533718,5546.472610234893,5518.551605700603,5458.834217320133,5379.669336799504,5330.853349626796,5316.6856636009215,243113.38186503574,5064.862122188245,3242.572
Asia,2021-03-01,4695793204,6233.346058910918,10165.33779083772,8816.4120127384,7330.078907401369,5003.096394416583,2849.4183823600288,2208.633632803015,35483.57106004586,709.6714212009173,961.147
Africa,2021-03-01,1425436439,2004.4549106759607,5002.687958737002,4419.702314467283,3479.7763564586558,2004.4549106759607,1378.346694298769,1031.6748801831918,39124.44482165097,698.6508003866245,335.714
"Europe, United States, Canada, and Oceania",2021-03-01,1168254059,2098.4815952015,2121.0559908631667,2118.969112283987,2108.674254837317,2095.615708330725,2084.411130165661,2080.687491729716,157589.871609714,2101.19828812952,5207.284
Latin America and Caribbean,2021-03-08,659285500,5328.801083598161,5471.658621271118,5444.025595150467,5377.801918094992,5291.467978502609,5237.477098430726,5228.077826073683,238847.66757932142,4975.993074569196,3321.714
Asia,2021-03-08,4695793204,5853.293663136941,10202.441441946241,8993.69089564268,7447.292576218959,5185.391997220203,3362.600265008257,2787.0165267194598,36474.14248861723,729.4828497723446,827.861
Africa,2021-03-08,1425436439,2272.750498366519,4987.299059227447,4457.423382161785,3470.6450388275975,2230.1173083998533,1343.7842610133087,1109.9053179275788,38723.61023308769,691.4930398765658,295.713
"Europe, United States, Canada, and Oceania",2021-03-08,1168254059,2318.4195463033643,2345.2138793804156,2342.201961762178,2330.845377712208,2318.4195463033643,2307.0167527711164,2301.382959808995,174438.82029209888,2325.850937227985,4739.144
Latin America and Caribbean,2021-03-15,659285500,5269.500851521934,5389.516407207646,5366.009679182062,5287.486225280728,5197.858278233637,5150.332748678998,5147.172843844655,234997.6104364642,4895.783550759671,3537.288
Asia,2021-03-15,4695793204,8716.011640788023,12218.475380724052,11682.019562597745,9299.688290408445,6460.799418403874,4226.28025261435,3425.647027283164,42040.285345760014,840.8057069152003,830.057
Africa,2021-03-15,1425436439,2258.7411836204715,4915.856587208099,4511.549516725694,3486.8647397542495,2103.4773323762574,1254.878752328221,696.6982763569558,34456.41023308769,615.2930398765659,285.001
"Europe, United States, Canada, and Oceania",2021-03-15,1168254059,2853.204196937225,2889.688968334077,2884.678672324655,2869.965786686486,2853.204196937225,2842.4940608145225,2838.8729081509327,214253.1060063843,2856.708080085124,4321.859
Latin America and Caribbean,2021-03-22,659285500,5386.160371971364,5515.708193031027,5499.51478860201,5396.65533600056,5310.393175223479,5253.8354548887455,5221.893018724014,238320.92472217878,4965.019265045391,3921.289
