custom_regions,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
European Union,2021-10-04,450146793,201.6202365350602,201.6202365350602,201.6202365350602,201.6202365350602,201.6202365350602,201.6202365350602,201.6202365350602,5443.746386446625,201.6202365350602,173.4277587089241
North America,2021-10-04,376744184,237.04960602168126,237.04960602168126,237.04960602168126,237.04960602168126,237.04960602168126,237.04960602168126,237.04960602168126,474.0992120433625,237.04960602168126,194.17128653006625
Latin America and Caribbean,2021-10-11,660385158,326.60802595195713,327.765815593048,327.5319968234564,326.60802595195713,320.81818404628865,318.3655906118235,318.3279155316098,16058.70974366195,308.8213412242682,229.78118455331284
Asia,2021-10-11,4694897197,146.6507856126072,179.65575583614117,178.7989273818343,159.7510834066101,123.34383181774,100.95872670713511,85.92081000997209,843.7136011643693,17.21864492172182,24.321736005841668
Oceania,2021-10-11,45038907,1.321946902522701,26.517173200618455,20.527655584162222,11.99971518750467,-2.8033429978639535,-11.095595294643887,-12.671548878952821,-150.39650078332826,-6.266520865972011,7.884563006824299
European Union,2021-10-11,450146793,204.81940700175463,204.81940700175463,204.81940700175463,204.81940700175463,204.81940700175463,204.81940700175463,204.81940700175463,5530.123989047375,204.81940700175463,174.5194026074068
North America,2021-10-11,376744184,240.6152967213239,240.6152967213239,240.6152967213239,240.6152967213239,240.6152967213239,240.6152967213239,240.6152967213239,481.2305934426478,240.6152967213239,197.2765772012555
Latin America and Caribbean,2021-10-18,660385158,328.1013943868332,329.2414486303788,329.0099927129167,328.1013943868332,322.2144255529988,319.76739932475704,319.65800547218004,16120.519331048754,310.00998713555293,230.76651923583464
Asia,2021-10-18,4694897197,148.34122354000374,181.24448994108923,180.77175347230806,161.53033559631234,124.46737276132632,102.2447037408974,87.10228185367774,862.5196460019469,17.602441755141772,24.54105908295994
Oceania,2021-10-18,45038907,2.2366733673044372,27.48129027235701,21.85581797229478,12.896704078604023,-2.076225346163773,-10.353767399446514,-12.10444783636628,-141.8761378578608,-5.911505744077534,8.401882399144366
European Union,2021-10-18,450146793,208.88371747623313,208.88371747623313,208.88371747623313,208.88371747623313,208.88371747623313,208.88371747623313,208.88371747623313,5639.860371858294,208.88371747623313,175.81053898566816
North America,2021-10-18,376744184,243.85445285129154,243.85445285129154,243.85445285129154,243.85445285129154,243.85445285129154,243.85445285129154,243.85445285129154,487.7089057025831,243.85445285129154,200.0867057844216
Latin America and Caribbean,2021-10-25,660385158,329.46476662184875,330.79534964572855,330.4312106617746,329.46476662184875,323.54726288810065,321.0732986859722,320.9166878162855,16178.9153246572,311.13298701263847,231.63767842684717
Asia,2021-10-25,4694897197,149.90197979683768,183.39144091519975,182.6107603183782,163.45831300480896,125.50781795130887,103.32498637901311,88.32117707040857,880.8479747350199,17.97648928030653,24.762981237222608
Oceania,2021-10-25,45038907,3.1099150650741816,28.497212310728585,23.18126427349111,13.749908457666994,-1.41450417497318,-9.579645996137835,-11.608954870887008,-133.36643238462673,-5.5569346826927815,8.788212822304946
European Union,2021-10-25,450146793,213.50864507366865,213.50864507366865,213.50864507366865,213.50864507366865,213.50864507366865,213.50864507366865,213.50864507366865,5764.733416989054,213.50864507366865,177.44133989642796
North America,2021-10-25,376744184,246.8674608318826,246.8674608318826,246.8674608318826,246.8674608318826,246.8674608318826,246.8674608318826,246.8674608318826,493.7349216637652,246.8674608318826,203.0372490103258
Latin America and Caribbean,2021-11-01,660385158,330.63428532776703,332.1232154092376,331.6402656372557,330.63428532776703,324.6863931721021,322.1906743939083,321.9720033061819,16229.374983763799,312.10336507238077,232.44342367044334
Asia,2021-11-01,4694897197,151.54835838019335,185.99987318339657,184.08161214114816,165.35931315452189,126.41289750392586,104.28506459344666,89.50616241088656,895.0304457798303,18.265927464894496,25.01054825546162
Oceania,2021-11-01,45038907,3.8787455724884627,29.406172966131372,24.275417212267435,14.573788679065252,-0.807873046462677,-8.936661569165153,-11.205395949953767,-125.43542656766988,-5.2264761069862455,9.161223650476243
European Union,2021-11-01,450146793,218.21118290968252,218.21118290968252,218.21118290968252,218.21118290968252,218.21118290968252,218.21118290968252,218.21118290968252,5891.701938561428,218.21118290968252,179.38359520868562
North America,2021-11-01,376744184,249.86592313338224,249.86592313338224,249.86592313338224,249.86592313338224,249.86592313338224,249.86592313338224,249.86592313338224,499.7318462667645,249.86592313338224,205.40835422690958
Latin America and Caribbean,2021-11-08,660385158,331.8142051261763,333.36042228334423,332.85772972957574,331.8142051261763,325.8297944784011,323.3248796500966,323.0500392474926,16280.563793115774,313.08776525222646,233.1262071863018
Asia,2021-11-08,4694897197,153.0893013304738,187.43905316129735,185.45216955257044,167.1351795170409,127.26886168676174,105.11764490620918,90.51830027436037,908.4712524486403,18.54022964180898,25.227827049266057
Oceania,2021-11-08,45038907,4.490648264324183,30.244704932309087,25.18369975226416,15.349981682735324,-0.3748217076495088,-8.429245436918382,-10.90514179897123,-120.26470087918058,-5.011029203299191,9.472066007285656
European Union,2021-11-08,450146793,223.17252965383847,223.17252965383847,223.17252965383847,223.17252965383847,223.17252965383847,223.17252965383847,223.17252965383847,6025.658300653639,223.17252965383847,181.64085820778024
North America,2021-11-08,376744184,253.05098420132765,253.05098420132765,253.05098420132765,253.05098420132765,253.05098420132765,253.05098420132765,253.05098420132765,506.1019684026553,253.05098420132765,207.4272318428146
Latin America and Caribbean,2021-11-15,660385158,332.98163211744156,334.58401796742567,334.04308200171755,332.98163211744156,326.98144011357346,324.46587593109535,324.1303009298773,16333.042395234415,314.0969691391234,233.8121727845777
Asia,2021-11-15,4694897197,154.7194211535056,188.9415476533355,186.75489691026425,168.8238366164919,128.0997945886529,105.86916766873051,91.49677786802206,921.2258979801927,18.800528530208013,25.440994464441733
Oceania,2021-11-15,45038907,5.588525796935766,31.56401943000049,26.597103188854454,16.499412540791624,0.9029335672519349,-7.437371186947848,-10.066831913325926,-102.9125072878401,-4.288021136993338,9.738520075542684
European Union,2021-11-15,450146793,228.51859534455377,228.51859534455377,228.51859534455377,228.51859534455377,228.51859534455377,228.51859534455377,228.51859534455377,6170.002074302952,228.51859534455377,184.23490423489477
North America,2021-11-15,376744184,255.83757860044184,255.83757860044184,255.83757860044184,255.83757860044184,255.83757860044184,255.83757860044184,255.83757860044184,511.6751572008837,255.83757860044184,209.49123158859433
Latin America and Caribbean,2021-11-22,660385158,333.9664380752671,335.6175743963415,335.009943141236,333.9664380752671,327.9621883219038,325.4257562608903,325.02390185335435,16376.960306270212,314.9415443513502,234.38744389023148
Asia,2021-11-22,4694897197,156.30687017601852,190.3545737776391,188.133626658626,170.66770505019872,129.02635081466977,106.65497221833407,92.45920685181834,934.3139386712813,19.067631401454722,25.653842511602072
Oceania,2021-11-22,45038907,6.389070358893196,32.60244101608041,27.37748718034527,17.430063466423988,1.7909230832216543,-6.873638746427841,-9.529796709972878,-94.23547981454065,-3.926478325605861,10.158141715117553
European Union,2021-11-22,450146793,234.22565438794186,234.22565438794186,234.22565438794186,234.22565438794186,234.22565438794186,234.22565438794186,234.22565438794186,6324.092668474431,234.22565438794186,187.18772322787603
North America,2021-11-22,376744184,258.8958162109082,258.8958162109082,258.8958162109082,258.8958162109082,258.8958162109082,258.8958162109082,258.8958162109082,517.7916324218164,258.8958162109082,212.21801475772747
Latin America and Caribbean,2021-11-29,660385158,335.1098680615138,336.831885529498,336.1676382603947,335.1098680615138,329.09726250679927,326.52712432780834,326.0519390313158,16428.168932340523,315.9263256219331,235.02570899188296
Asia,2021-11-29,4694897197,157.73684149723263,192.21066373655566,189.52203984584807,171.9692558103644,129.84414677198927,107.32831702499112,93.56611461391066,947.2626054905805,19.33188990797103,25.871185417566448
Oceania,2021-11-29,45038907,7.079927803421417,33.51543077246771,28.012857012224572,18.05919128657399,2.2772760580833826,-6.333022012836269,-9.10328512269245,-82.72357004713933,-3.4468154186308055,10.326882488511544
European Union,2021-11-29,450146793,240.6205112893056,240.6205112893056,240.6205112893056,240.6205112893056,240.6205112893056,240.6205112893056,240.6205112893056,6496.753804811251,240.6205112893056,190.3153685246848
North America,2021-11-29,376744184,262.45147357716303,262.45147357716303,262.45147357716303,262.45147357716303,262.45147357716303,262.45147357716303,262.45147357716303,524.9029471543261,262.45147357716303,213.7235461609674
Latin America and Caribbean,2021-12-06,660385158,336.49474625561714,338.22158129687796,337.52230260029944,336.49474625561714,330.4866057806014,327.8826941181165,327.3326754635041,16492.601994796933,317.1654229768641,235.6439859096086
Asia,2021-12-06,4694897197,159.15968697001836,193.91390281064395,190.8449517685889,173.46154703595386,130.84286328814568,107.9290777548368,94.4341338035805,957.0112549044054,19.530841936824604,26.12471591036629
Oceania,2021-12-06,45038907,7.90285019325534,34.53000116753438,28.81063885521673,19.01390123452367,2.913355703493566,-5.72411317467699,-8.534638716466185,-70.50919666203994,-2.9378831942516643,10.52227799400194
European Union,2021-12-06,450146793,246.57373447675326,246.57373447675326,246.57373447675326,246.57373447675326,246.57373447675326,246.57373447675326,246.57373447675326,6657.490830872338,246.57373447675326,193.50899452037194
North America,2021-12-06,376744184,266.17132724060605,266.17132724060605,266.17132724060605,266.17132724060605,266.17132724060605,266.17132724060605,266.17132724060605,532.3426544812121,266.17132724060605,216.0577565810545
Latin America and Caribbean,2021-12-13,660385158,337.8215696720301,339.5451941946325,338.86117016989965,337.8215696720301,331.7936419925525,329.1322931241707,328.5565974857046,16552.393089411504,318.3152517194519,236.2101697425893
Asia,2021-12-13,4694897197,160.46955918112315,195.13764879644432,191.954359837336,174.47242490042083,131.69390872336712,108.57011941771049,95.15520673434341,966.5702665130473,19.725923806388717,26.31788361179743
Oceania,2021-12-13,45038907,8.525044539850654,35.23155984108669,29.254081781639943,19.861270916731346,3.3293086593454415,-5.22422459995275,-8.312546553748074,-62.365970030124416,-2.5985820845885175,10.659950073832832
European Union,2021-12-13,450146793,251.79472096913688,251.79472096913688,251.79472096913688,251.79472096913688,251.79472096913688,251.79472096913688,251.79472096913688,6798.457466166695,251.79472096913688,196.62642626002224
North America,2021-12-13,376744184,269.59331300119646,269.59331300119646,269.59331300119646,269.59331300119646,269.59331300119646,269.59331300119646,269.59331300119646,539.1866260023929,269.59331300119646,218.3537437169833
Latin America and Caribbean,2021-12-20,660385158,339.304079869515,340.9830299173156,340.39310093677824,339.304079869515,333.2669121687127,330.54970850103666,329.9683089051011,16620.889760254868,319.63249538951663,236.75651908982888
Asia,2021-12-20,4694897197,161.77670063995095,196.28077199013936,193.06293894760873,175.51072973107537,132.4693031179522,109.21583066856886,95.80784277501823,976.0748811904497,19.919895534498977,26.4910080628545
Oceania,2021-12-20,45038907,9.715586917749233,36.50327353049183,30.225811785790828,21.164866868483244,4.547911569224905,-4.277867606968442,-7.460633646324851,-39.53677422049327,-1.647365592520553,10.797622153663722
European Union,2021-12-20,450146793,256.46895248330605,256.46895248330605,256.46895248330605,256.46895248330605,256.46895248330605,256.46895248330605,256.46895248330605,6924.661717049264,256.46895248330605,199.58612634167983
North America,2021-12-20,376744184,273.09200863874685,273.09200863874685,273.09200863874685,273.09200863874685,273.09200863874685,273.09200863874685,273.09200863874685,546.1840172774937,273.09200863874685,220.820405285938
Latin America and Caribbean,2021-12-27,660385158,340.74513226380867,342.39046868204224,341.8848345144632,340.74513226380867,334.65875458936983,331.9516471944306,331.3301085852819,16686.25447094597,320.8895090566532,237.23003457728626
Asia,2021-12-27,4694897197,162.99913082793262,197.26894362503728,194.53854801154716,176.55595276362948,133.28321856714908,109.78835016013194,96.36922390943708,984.8607248405864,20.09919846613441,26.672737260363913
Oceania,2021-12-27,45038907,10.505064086329133,37.43940691623883,30.881627879546645,22.097982078227197,5.452769189335568,-3.713429926748351,-7.036965594938926,-26.491119561183567,-1.1037966483826485,10.96636292705771
European Union,2021-12-27,450146793,260.4510542192676,260.4510542192676,260.4510542192676,260.4510542192676,260.4510542192676,260.4510542192676,260.4510542192676,7032.178463920225,260.4510542192676,202.16839443305776
North America,2021-12-27,376744184,276.9902857599492,276.9902857599492,276.9902857599492,276.9902857599492,276.9902857599492,276.9902857599492,276.9902857599492,553.9805715198984,276.9902857599492,223.680434838511
Latin America and Caribbean,2022-01-03,660385158,344.4112324040606,346.08826085585963,345.5685840159255,344.4112324040606,338.23929144067756,335.4891309872229,334.9273625528407,16838.50863012909,323.81747365632873,237.72141403375795
Asia,2022-01-03,4694897197,164.23509500092277,198.32605534754958,196.02806825237914,177.56472463620668,134.11417901236055,109.93467666724983,96.86299644026366,991.8851173818169,20.242553415955445,26.829865429319646
Oceania,2022-01-03,45038907,11.602742617144045,38.67235626956421,31.747540200130533,23.2461054695907,6.661811026326083,-2.8698893671606136,-6.333992300383323,-7.487991613147183,-0.3119996505477993,11.246121048186183
European Union,2022-01-03,450146793,262.5727010866707,262.5727010866707,262.5727010866707,262.5727010866707,262.5727010866707,262.5727010866707,262.5727010866707,7089.462929340108,262.5727010866707,204.70445426454478
North America,2022-01-03,376744184,281.43152411625584,281.43152411625584,281.43152411625584,281.43152411625584,281.43152411625584,281.43152411625584,281.43152411625584,562.8630482325117,281.43152411625584,226.20283529048453
Latin America and Caribbean,2022-01-10,660385158,348.74249664112403,350.36601234494015,349.8135545388189,348.74249664112403,342.54915139473883,339.64874819494133,339.2102610067909,17015.391951758204,327.2190759953501,238.37481999658547
Asia,2022-01-10,4694897197,166.5523119362417,201.12860395229134,198.0537874772235,180.01910140028,136.56331717193964,110.47425178903676,97.75947227043581,999.663329765773,20.401292444199452,26.98356449230681
Oceania,2022-01-10,45038907,13.457486189941623,40.66619222237156,33.67595484110975,25.141097449281105,8.649349424589046,-1.252947731530289,-4.862703526972482,29.339725195337444,1.222488549805727,11.825624453985972
European Union,2022-01-10,450146793,263.9638381031086,263.9638381031086,263.9638381031086,263.9638381031086,263.9638381031086,263.9638381031086,263.9638381031086,7127.023628783933,263.9638381031086,207.0883417356702
North America,2022-01-10,376744184,287.3379919043887,287.3379919043887,287.3379919043887,287.3379919043887,287.3379919043887,287.3379919043887,287.3379919043887,574.6759838087773,287.3379919043887,229.53347834561396
Latin America and Caribbean,2022-01-17,660385158,354.2929228192367,355.9207815331577,355.3528111037702,354.2929228192367,348.06439440356235,344.970785521618,344.91741307774805,17241.689113585504,331.57094449202896,239.47615440907086
Asia,2022-01-17,4694897197,170.56938384977738,206.18985881857262,201.05308010163083,183.30244764498246,143.70498572626275,111.32604755012605,98.58859568441807,1006.9534448452494,20.55007030296427,27.140905424174722
Oceania,2022-01-17,45038907,15.801344264671942,43.14452578846563,36.51391158186473,27.683550975697113,10.981900507271142,0.8886199907590682,-2.9029631947428354,76.83377544748221,3.2014073103117595,13.000173383426024
European Union,2022-01-17,450146793,265.5025566071111,265.5025566071111,265.5025566071111,265.5025566071111,265.5025566071111,265.5025566071111,265.5025566071111,7168.569028391999,265.5025566071111,209.81456375720532
North America,2022-01-17,376744184,293.86689796750755,293.86689796750755,293.86689796750755,293.86689796750755,293.86689796750755,293.86689796750755,293.86689796750755,587.7337959350151,293.86689796750755,233.66864609647166
Latin America and Caribbean,2022-01-24,660385158,361.3711829910068,362.9703694135475,362.21968901198835,361.3711829910068,354.9279930952239,351.9268743991072,351.76908963488205,17546.464613958386,337.432011806892,241.04145806176138
Asia,2022-01-24,4694897197,174.95255877241257,211.49248457236934,205.76620428850723,186.63268153288467,147.49665737251863,112.24265669651469,99.79777527962837,1015.0922508543613,20.716168384782883,27.318864677581566
Oceania,2022-01-24,45038907,18.0630355154923,45.609346331616806,39.54923847439595,29.82922410998918,13.104214501288062,2.843524172973468,-0.9423161616914468,118.86588142997589,4.9527450595823295,14.54771759891953
European Union,2022-01-24,450146793,267.9215805422059,267.9215805422059,267.9215805422059,267.9215805422059,267.9215805422059,267.9215805422059,267.9215805422059,7233.882674639559,267.9215805422059,212.55789442000977
North America,2022-01-24,376744184,300.3882392157706,300.3882392157706,300.3882392157706,300.3882392157706,300.3882392157706,300.3882392157706,300.3882392157706,600.7764784315412,300.3882392157706,238.21868289279286
Latin America and Caribbean,2022-01-31,660385158,367.3532708830851,368.964118691132,368.11213139217176,367.3532708830851,360.6595960610889,357.75615557174103,357.64415211888763,17807.386307227178,342.4497366774457,243.22230704443945
Asia,2022-01-31,4694897197,179.31963517189817,218.08166510944775,214.30476662542796,190.9230030032887,150.88874430643466,113.69525824621337,101.73085051545448,1023.4404899192799,20.88654061059755,27.547048651595855
Oceania,2022-01-31,45038907,20.279840582393888,48.16830145944395,42.76955166064943,32.021390638566565,14.961274353847326,5.034313131623374,1.2688918778441975,161.99925747659435,6.749969061524765,16.135236141498726
European Union,2022-01-31,450146793,270.6048923389123,270.6048923389123,270.6048923389123,270.6048923389123,270.6048923389123,270.6048923389123,270.6048923389123,7306.332093150633,270.6048923389123,215.5129262467055
North America,2022-01-31,376744184,305.940753298277,305.940753298277,305.940753298277,305.940753298277,305.940753298277,305.940753298277,305.940753298277,611.881506596554,305.940753298277,243.47928035964054
Latin America and Caribbean,2022-02-07,660385158,371.49178165354573,373.06604938136564,372.3382329883124,371.49178165354573,364.59889925030046,361.7154428334886,361.6479141394145,17977.30485685675,345.717401093399,245.58638546305224
Asia,2022-02-07,4694897197,183.35575168321915,225.45444727577026,222.1007995311549,195.23953919033508,154.7935458826158,115.3571450660507,103.38368919483952,1037.9660589403795,21.182980794701617,27.8607297692444
Oceania,2022-02-07,45038907,22.25483377623283,50.39600710801882,45.71669923323165,33.90852330973587,16.676444887258572,7.069627682479611,3.184848189965919,195.63861982523386,8.151609159384746,17.480732825066113
European Union,2022-02-07,450146793,272.91006452431793,272.91006452431793,272.91006452431793,272.91006452431793,272.91006452431793,272.91006452431793,272.91006452431793,7368.571742156585,272.91006452431793,218.7723059042209
North America,2022-02-07,376744184,310.2563537938175,310.2563537938175,310.2563537938175,310.2563537938175,310.2563537938175,310.2563537938175,310.2563537938175,620.512707587635,310.2563537938175,248.6153920295157
Latin America and Caribbean,2022-02-14,660385158,374.85507621603625,376.4119846943798,375.84190937935836,374.85507621603625,367.9438868108957,365.0325227024091,364.9155392873809,18119.182946901477,348.4458259019514,247.86536172677984
Asia,2022-02-14,4694897197,186.82487188947889,232.37245638111642,226.6675244444406,201.79997499440412,158.80664596258444,117.06369751301108,104.73069702333224,1053.5045777238374,21.500093422935457,28.183100768329773
Oceania,2022-02-14,45038907,23.92399070957704,52.208236804958375,48.76445929731021,36.14694481423627,18.06538260628489,8.65139947521071,4.698544901197675,219.1534025520811,9.131391773003378,18.56425157031453
European Union,2022-02-14,450146793,274.7370963859885,274.7370963859885,274.7370963859885,274.7370963859885,274.7370963859885,274.7370963859885,274.7370963859885,7417.90160242169,274.7370963859885,222.03679856050869
North America,2022-02-14,376744184,312.92118781948557,312.92118781948557,312.92118781948557,312.92118781948557,312.92118781948557,312.92118781948557,312.92118781948557,625.8423756389711,312.92118781948557,253.4170592531297
Latin America and Caribbean,2022-02-21,660385158,377.4855154814046,379.0857301067871,378.6313371262427,377.4855154814046,370.5667310579102,367.70254185537385,367.586049200782,18230.892642398485,350.59408927689395,249.8230102056089
Asia,2022-02-21,4694897197,189.78988224977283,237.9622001948671,229.67565755508264,204.87666363555263,160.64938497681578,118.90664273003199,106.13371159170246,1070.6702556716928,21.850413381054953,28.4728835565172
Oceania,2022-02-21,45038907,25.25261746716213,53.660302036321426,50.845335723627834,37.45743141792921,19.15534787490277,9.84738562835762,6.012724064500056,238.04995597775982,9.918748165739993,19.41020904437135
European Union,2022-02-21,450146793,275.36089112200136,275.36089112200136,275.36089112200136,275.36089112200136,275.36089112200136,275.36089112200136,275.36089112200136,7434.744060294037,275.36089112200136,225.1517810991047
North America,2022-02-21,376744184,314.3909580526536,314.3909580526536,314.3909580526536,314.3909580526536,314.3909580526536,314.3909580526536,314.3909580526536,628.7819161053072,314.3909580526536,257.578237491783
Latin America and Caribbean,2022-02-28,660385158,379.58640150404324,381.25486507272143,380.92246249898477,379.58640150404324,372.680848756833,369.76600151005607,369.66418857094766,18324.53923078938,352.3949852074881,251.3999694806386
Asia,2022-02-28,4694897197,192.52132723399538,243.17447733512452,232.59281837935362,208.1500266921111,162.7350060062276,120.68987738379106,107.45957467889785,1088.0869657597286,22.205856444076097,28.76443375294635
Oceania,2022-02-28,45038907,26.775505100002945,55.31089724469272,53.30197796109431,38.94271367560761,20.38416625405906,10.936491232523379,7.438709047085155,260.238576939524,10.843274039146838,20.065184974404463
European Union,2022-02-28,450146793,275.2504325039023,275.2504325039023,275.2504325039023,275.2504325039023,275.2504325039023,275.2504325039023,275.2504325039023,7431.761677605362,275.2504325039023,227.78558815590628
North America,2022-02-28,376744184,315.48032565855465,315.48032565855465,315.48032565855465,315.48032565855465,315.48032565855465,315.48032565855465,315.48032565855465,630.9606513171093,315.48032565855465,261.1382128197631
Latin America and Caribbean,2022-03-07,660385158,380.31641600874946,382.07660420415385,381.83429815353225,380.31641600874946,373.43358089967757,370.4706960284118,370.35774180115294,18351.801662965856,352.9192627493434,252.40044926428624
Asia,2022-03-07,4694897197,195.17849228569727,246.41205908942757,236.36653543862624,211.0558786145144,164.7772555506033,122.4930057929588,108.7646775489674,1104.606915114367,22.542998267640147,29.05572928991229
Oceania,2022-03-07,45038907,27.89851972028922,56.74506983819146,55.31042435243417,39.98822011032313,21.36899154457437,11.591834096130704,8.43953397142599,273.85860630558204,11.410775262732585,20.46929558037454
European Union,2022-03-07,450146793,275.6140236920405,275.6140236920405,275.6140236920405,275.6140236920405,275.6140236920405,275.6140236920405,275.6140236920405,7441.5786396850945,275.6140236920405,230.0392994247101
North America,2022-03-07,376744184,315.7749062944472,315.7749062944472,315.7749062944472,315.7749062944472,315.7749062944472,315.7749062944472,315.7749062944472,631.5498125888944,315.7749062944472,263.74528717343117
Latin America and Caribbean,2022-03-14,660385158,380.8371628494654,382.65217167497997,382.52754669183133,380.8371628494654,373.9705282665775,370.908704363069,370.8242865911051,18369.41532186286,353.25798695890114,253.24828979070824
Asia,2022-03-14,4694897197,197.4234201666344,248.99396971411824,238.57641689482767,213.7441640891191,166.42295569147242,123.98540126782484,109.92581454818674,1119.745603636778,22.85195109462812,29.326235788076193
Oceania,2022-03-14,45038907,29.415973112926242,59.371605596770586,56.882463570591476,41.39281576190502,22.901792916157515,12.813818547090827,9.809043949133658,299.8945675236275,12.495606980151143,20.933352134855316
European Union,2022-03-14,450146793,276.561380007658,276.561380007658,276.561380007658,276.561380007658,276.561380007658,276.561380007658,276.561380007658,7467.157260206766,276.561380007658,231.92513136487014
North America,2022-03-14,376744184,316.0003153250258,316.0003153250258,316.0003153250258,316.0003153250258,316.0003153250258,316.0003153250258,316.0003153250258,632.0006306500516,316.0003153250258,266.18911919287916
Latin America and Caribbean,2022-03-21,660385158,381.2530613395762,383.1104740642666,382.9324216509293,381.2530613395762,374.3260684507635,371.2412854982657,371.1358602922853,18381.08750864701,353.4824520893656,253.87232456042972
Asia,2022-03-21,4694897197,199.5003541145329,251.4167711288199,240.79228097808684,216.30731180461905,167.68450621924552,125.19055576592422,110.93132915909626,1133.997664355473,23.142809476642302,29.568946533846756
Oceania,2022-03-21,45038907,30.780693161092213,61.680437111186116,58.24367810634826,42.66438251398937,24.19319898563607,13.828029861000832,10.967835513765356,322.8505250462012,13.452105210258383,21.370753957239682
European Union,2022-03-21,450146793,278.0967667260601,278.0967667260601,278.0967667260601,278.0967667260601,278.0967667260601,278.0967667260601,278.0967667260601,7508.61270160362,278.0967667260601,233.74964930606538
North America,2022-03-21,376744184,315.76981818028815,315.76981818028815,315.76981818028815,315.76981818028815,315.76981818028815,315.76981818028815,315.76981818028815,631.5396363605763,315.76981818028815,267.7023483924572
Latin America and Caribbean,2022-03-28,660385158,381.6915931462495,383.75362045573036,383.3442882197467,381.6915931462495,374.69937628567715,371.64938208633913,371.55197644023434,18395.200170226533,353.7538494274333,256.03333799737925
Asia,2022-03-28,4694897197,202.34978560665274,254.08704900787396,243.59595148214203,219.0987632432013,169.07468034396663,126.83612289151783,112.38562837889727,1153.2870979936667,23.536471387625852,29.84786633657146
Oceania,2022-03-28,45038907,32.286739388230394,64.17810089482309,60.17250733498959,44.06642022795386,25.654790646824758,15.07509044129722,12.259095296235335,348.18309441683783,14.50762893403491,21.9946611937097
European Union,2022-03-28,450146793,279.9998201757899,279.9998201757899,279.9998201757899,279.9998201757899,279.9998201757899,279.9998201757899,279.9998201757899,7559.995144746327,279.9998201757899,235.4553164616237
North America,2022-03-28,376744184,315.5988309124171,315.5988309124171,315.5988309124171,315.5988309124171,315.5988309124171,315.5988309124171,315.5988309124171,631.1976618248342,315.5988309124171,269.0836578382322
Latin America and Caribbean,2022-04-04,660385158,381.790014068998,384.02917789973134,383.44947829301395,381.790014068998,374.7496405911461,371.8017840626676,371.6656936781355,18395.357313695727,353.75687141722545,256.5076071359355
Asia,2022-04-04,4694897197,203.77304726768043,256.1850795131203,244.77395051863152,220.48916126267437,169.7931780190178,127.80681673968414,112.90153298940297,1161.6536149107997,23.707216630832644,29.9970927563635
Oceania,2022-04-04,45038907,33.646346692971456,66.64290712123865,62.02723139678306,45.40380543253635,26.932408515826417,16.138890076183127,13.460318495023486,371.5653500287503,15.481889584531265,22.765130601415347
European Union,2022-04-04,450146793,282.14700732081417,282.14700732081417,282.14700732081417,282.14700732081417,282.14700732081417,282.14700732081417,282.14700732081417,7617.969197661983,282.14700732081417,237.00970074444137
North America,2022-04-04,376744184,315.5034917931051,315.5034917931051,315.5034917931051,315.5034917931051,315.5034917931051,315.5034917931051,315.5034917931051,631.0069835862103,315.5034917931051,270.2526210729772
Latin America and Caribbean,2022-04-11,660385158,381.70829768383413,384.0947759338383,383.37036703854403,381.70829768383413,374.6392798914905,371.7585908760389,371.53190615087215,18386.957309468802,353.5953328744,256.814400372497
Asia,2022-04-11,4694897197,205.3482099890095,258.17138605856564,247.06282902014212,222.19876697090564,170.24507447936023,128.65405388306766,113.32689784983491,1168.5465511062032,23.84788879808578,30.125445002369027
Oceania,2022-04-11,45038907,34.896868778831966,68.27078298760264,63.7147124883096,46.65940130664092,28.063912253250255,17.147172348977513,14.527699570690116,392.22995532112895,16.34291480504704,23.480068022077
European Union,2022-04-11,450146793,284.2337963903155,284.2337963903155,284.2337963903155,284.2337963903155,284.2337963903155,284.2337963903155,284.2337963903155,7674.312502538519,284.2337963903155,238.45189606848984
North America,2022-04-11,376744184,315.5120427978143,315.5120427978143,315.5120427978143,315.5120427978143,315.5120427978143,315.5120427978143,315.5120427978143,631.0240855956285,315.5120427978143,271.26020185622826
Latin America and Caribbean,2022-04-18,660385158,382.0238069216791,384.5579537848541,383.64672577232653,382.0238069216791,374.88892576540326,372.0817872747789,371.80901354489316,18394.906754048432,353.7482068086237,257.0335146246074
Asia,2022-04-18,4694897197,206.6893085095068,260.5739972285705,248.87287535603164,223.81679448669763,171.18900763815944,129.4503655214096,113.71070181425357,1174.536510767273,23.97013287280149,30.221038171115463
Oceania,2022-04-18,45038907,36.17424650427261,69.70188653934889,65.49105054225039,47.94014060759671,29.329516654597832,18.25127432890113,15.692537484897695,416.02785157014654,17.334493815422775,24.38374892179333
European Union,2022-04-18,450146793,286.0289472608083,286.0289472608083,286.0289472608083,286.0289472608083,286.0289472608083,286.0289472608083,286.0289472608083,7722.781576041824,286.0289472608083,239.6943796509509
