custom_regions,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
Latin America and Caribbean,2020-10-19,660385158,93.28244048653164,94.1317690785446,93.71117222997728,93.28244048653164,91.46773488552256,90.55360448195387,90.34714191463057,4659.849152805195,89.61248370779222,69.2893899047925
Asia,2020-10-19,4694897197,25.697332014246943,43.10863264638041,41.813262325516575,33.02119891373798,21.818251657199394,12.713979843733192,11.6173467636782,37.77638945280145,0.7709467235265604,4.756189957528478
Oceania,2020-10-19,45038907,-16.54163700309839,-4.636907034361283,-5.614811270192106,-10.627209812260599,-17.067923024313064,-21.19677817893824,-22.20072937379113,-309.9334150197014,-12.91389229248756,2.2848001173740737
European Union,2020-10-19,450146793,52.66198286858506,52.66198286858506,52.66198286858506,52.66198286858506,52.66198286858506,52.66198286858506,52.66198286858506,1421.8735374517967,52.66198286858506,33.837051461566226
North America,2020-10-19,376744184,83.71850579519787,83.71850579519787,83.71850579519787,83.71850579519787,83.71850579519787,83.71850579519787,83.71850579519787,167.43701159039574,83.71850579519787,61.8703701076909
Latin America and Caribbean,2020-10-26,660385158,95.7539197956899,96.58421788414027,96.14361275279558,95.7539197956899,93.86712454677189,92.92405340628136,92.74321196004253,4780.113044585642,91.92525085741619,71.11948761675026
Asia,2020-10-26,4694897197,27.008553826038646,44.67184220319482,43.62164882067247,34.153997845092974,23.9150219867415,13.896405322960655,12.660249363513447,47.49239060323818,0.969232461290575,4.979304896162138
Oceania,2020-10-26,45038907,-16.59915321893334,-4.770002884645167,-5.723838562042378,-10.847171485615226,-17.359180287341,-21.694993777302408,-22.610355006678247,-317.6456164935317,-13.235234020563821,2.3114393073526407
European Union,2020-10-26,450146793,58.803097916764735,58.803097916764735,58.803097916764735,58.803097916764735,58.803097916764735,58.803097916764735,58.803097916764735,1587.6836437526476,58.803097916764735,35.87994016876179
North America,2020-10-26,376744184,85.97899171891683,85.97899171891683,85.97899171891683,85.97899171891683,85.97899171891683,85.97899171891683,85.97899171891683,171.95798343783366,85.97899171891683,63.47304833244619
Latin America and Caribbean,2020-11-02,660385158,98.36237034502263,99.19695252639669,98.7329992568727,98.36237034502263,96.4215560517774,95.42872453188428,95.29141284776034,4907.3191921256675,94.37152292549361,72.83424420429913
Asia,2020-11-02,4694897197,28.47986525340526,46.54137338740782,45.58845131024331,36.485052453994065,25.43985617365738,15.086540231033684,13.786038962282051,62.56735669428561,1.2768848304956248,5.19294152288975
Oceania,2020-11-02,45038907,-16.615979307005922,-4.543227357890062,-5.539596567919289,-10.779445987350789,-17.500616703536327,-21.8350550907212,-22.97943538953079,-319.4816540542368,-13.311735585593201,2.3491911115871438
European Union,2020-11-02,450146793,66.43748584937434,66.43748584937434,66.43748584937434,66.43748584937434,66.43748584937434,66.43748584937434,66.43748584937434,1793.8121179331072,66.43748584937434,39.141094136374306
North America,2020-11-02,376744184,89.38030480932672,89.38030480932672,89.38030480932672,89.38030480932672,89.38030480932672,89.38030480932672,89.38030480932672,178.76060961865343,89.38030480932672,65.174733261443
Latin America and Caribbean,2020-11-09,660385158,100.97411736735708,101.78445226418607,101.33306377278107,100.97411736735708,98.99232517094455,97.93418483167197,97.85515661789731,5035.189921530813,96.83057541405408,74.44800306470042
Asia,2020-11-09,4694897197,30.021126859489517,48.238131327309986,47.34031307462609,38.388363472643626,26.58619276755014,16.391695139893525,14.929061740710926,78.69055958232718,1.6059297873944323,5.426983111851937
Oceania,2020-11-09,45038907,-16.34247244602958,-3.951870412933483,-5.074199451596835,-10.409806026586535,-17.216002374502438,-21.66875351037444,-22.742223584765963,-314.57152435115825,-13.107146847964927,2.4024850336621184
European Union,2020-11-09,450146793,74.54589693025062,74.54589693025062,74.54589693025062,74.54589693025062,74.54589693025062,74.54589693025062,74.54589693025062,2012.7392171167664,74.54589693025062,43.75425529245079
North America,2020-11-09,376744184,92.86676851748312,92.86676851748312,92.86676851748312,92.86676851748312,92.86676851748312,92.86676851748312,92.86676851748312,185.73353703496625,92.86676851748312,67.22015276020824
Latin America and Caribbean,2020-11-16,660385158,103.59356180516683,104.36564280408197,103.98736793682792,103.59356180516683,101.5405902110708,100.47878274533056,100.4427879475911,5163.919069178401,99.30613594573848,76.19607611875897
Asia,2020-11-16,4694897197,31.57508135483061,49.96909660226026,49.037881612211805,40.29896888161903,27.6494486148468,17.592463688313508,16.069467563804647,93.84515893994303,1.9152073253049602,5.660726206525284
Oceania,2020-11-16,45038907,-16.335123226915037,-3.642797689460639,-4.857375130308158,-10.291315726724294,-17.12108951410094,-21.79546018249434,-22.7547074557121,-315.9919212747582,-13.166330053114926,2.442443818629968
European Union,2020-11-16,450146793,82.44659798974283,82.44659798974283,82.44659798974283,82.44659798974283,82.44659798974283,82.44659798974283,82.44659798974283,2226.058145723056,82.44659798974283,49.222246708308774
North America,2020-11-16,376744184,97.09628284695978,97.09628284695978,97.09628284695978,97.09628284695978,97.09628284695978,97.09628284695978,97.09628284695978,194.19256569391956,97.09628284695978,69.7398999529081
Latin America and Caribbean,2020-11-23,660385158,106.26065508960428,107.00885980358079,106.66181012391444,106.26065508960428,104.1613238276999,103.11659293740342,103.06505024524064,5295.254574614545,101.83181874258742,77.89432870123144
Asia,2020-11-23,4694897197,33.104328977374436,51.759629896895945,50.698415586299305,41.849172453195145,28.771233931526613,18.732916897884987,17.173796414664523,107.76973221654266,2.199382290133524,5.9181757414740686
Oceania,2020-11-23,45038907,-16.33951314883266,-3.331541173238477,-4.608935742029691,-10.171442965630797,-16.983388124975455,-21.92336272236923,-22.754949528402182,-316.81550087328407,-13.20064586972017,2.4912926950025676
European Union,2020-11-23,450146793,90.17426660468308,90.17426660468308,90.17426660468308,90.17426660468308,90.17426660468308,90.17426660468308,90.17426660468308,2434.7051983264437,90.17426660468308,55.268055191942686
North America,2020-11-23,376744184,101.6774947092111,101.6774947092111,101.6774947092111,101.6774947092111,101.6774947092111,101.6774947092111,101.6774947092111,203.3549894184222,101.6774947092111,72.81413374121259
Latin America and Caribbean,2020-11-30,660385158,109.04985325022992,109.84138698700589,109.48918915093869,109.04985325022992,106.89680104398133,105.85801407253905,105.77033990360144,5431.763162191138,104.45698388829112,79.67919710071175
Asia,2020-11-30,4694897197,34.349574668610686,53.60978549747178,52.553236791209144,43.26512507737743,30.371211485983235,19.876789643664523,18.14772179773506,120.22406456765178,2.4535523381153426,6.174177236196466
Oceania,2020-11-30,45038907,-15.948042373416174,-2.602573571693457,-3.974482709282945,-9.48282267962295,-16.60692511634519,-21.550230918230106,-22.391472991596242,-307.5251583022511,-12.813548262593796,2.531267022088258
European Union,2020-11-30,450146793,97.62829115080957,97.62829115080957,97.62829115080957,97.62829115080957,97.62829115080957,97.62829115080957,97.62829115080957,2635.9638610718584,97.62829115080957,61.41804724575701
North America,2020-11-30,376744184,107.08807571177009,107.08807571177009,107.08807571177009,107.08807571177009,107.08807571177009,107.08807571177009,107.08807571177009,214.17615142354018,107.08807571177009,76.08000977129882
Latin America and Caribbean,2020-12-07,660385158,112.40149576395419,113.15476035434237,112.85844548766993,112.40149576395419,110.16680054687491,109.12512354525218,109.01327029097503,5595.869686918858,107.61287859459341,81.56915477901559
Asia,2020-12-07,4694897197,35.484395146213615,55.379581392485136,54.287832539433246,44.83250298847639,31.532445385925158,20.934080833939277,18.97615508326499,132.86313955452084,2.7114926439698133,6.418527464084961
Oceania,2020-12-07,45038907,-15.998370716646738,-2.3234343775690127,-3.7796400209912426,-9.361340153491751,-16.646199484891497,-21.70338742348805,-22.421043002476523,-308.7383766463577,-12.864099026931573,2.5468091399287287
European Union,2020-12-07,450146793,104.57396152545583,104.57396152545583,104.57396152545583,104.57396152545583,104.57396152545583,104.57396152545583,104.57396152545583,2823.4969611873075,104.57396152545583,67.51316942071382
North America,2020-12-07,376744184,113.59696165856678,113.59696165856678,113.59696165856678,113.59696165856678,113.59696165856678,113.59696165856678,113.59696165856678,227.19392331713357,113.59696165856678,80.40204092440614
Latin America and Caribbean,2020-12-14,660385158,115.97161001001042,116.70582724066338,116.43989558948336,115.97161001001042,113.65569842037263,112.60948102024162,112.48470175334617,5771.547994023512,110.99130757737524,83.57995209012051
Asia,2020-12-14,4694897197,36.555873320331315,56.82488281570294,55.87830306253859,46.15103414357649,32.602261974693306,21.817890823884298,19.745504127803805,144.6937542406137,2.9529337600125247,6.645944179552607
Oceania,2020-12-14,45038907,-15.755115960332944,-1.7509974818705922,-3.2783122002773855,-9.060857229915941,-16.428078989872382,-21.419154500157408,-22.208857181784335,-302.9922786820113,-12.624678278417136,2.5867679248965785
European Union,2020-12-14,450146793,110.60677412483852,110.60677412483852,110.60677412483852,110.60677412483852,110.60677412483852,110.60677412483852,110.60677412483852,2986.3829013706404,110.60677412483852,73.54231089679229
North America,2020-12-14,376744184,120.10505130906287,120.10505130906287,120.10505130906287,120.10505130906287,120.10505130906287,120.10505130906287,120.10505130906287,240.21010261812575,120.10505130906287,85.32394835854983
Latin America and Caribbean,2020-12-21,660385158,119.95499510212106,120.68671901091042,120.42480587984899,119.95499510212106,117.56321963519386,116.49973328747699,116.37602822562323,5969.132698970015,114.79101344173107,85.84515063657241
Asia,2020-12-21,4694897197,37.59128846528033,57.91467593872847,57.42731842262398,47.413449887232446,34.047984545023105,22.705320084243372,20.44862115350745,155.38029177439827,3.1710263627428215,6.864074621397934
Oceania,2020-12-21,45038907,-15.444335979507205,-1.3523720985877796,-2.7535090598938026,-8.706002964979232,-16.106184008324803,-21.196537368226846,-21.94864661981553,-295.57296071701074,-12.315540029875448,2.615629637726333
European Union,2020-12-21,450146793,115.79772801081259,115.79772801081259,115.79772801081259,115.79772801081259,115.79772801081259,115.79772801081259,115.79772801081259,3126.5386562919402,115.79772801081259,79.57078681220328
North America,2020-12-21,376744184,126.89301256601752,126.89301256601752,126.89301256601752,126.89301256601752,126.89301256601752,126.89301256601752,126.89301256601752,253.78602513203504,126.89301256601752,90.61931875768518
Latin America and Caribbean,2020-12-28,660385158,124.60169212487746,125.32499253665377,125.07209061710003,124.60169212487746,122.1906752799892,121.10375369650768,120.92541973902026,6200.827066374226,119.2466743533505,88.12578896066992
Asia,2020-12-28,4694897197,39.06503259354487,59.828753587035685,59.470570564770256,48.66702513677775,35.89076686712713,24.139068192439805,21.531004361515265,165.82760910263934,3.384236920462027,7.069446743415029
Oceania,2020-12-28,45038907,-15.211242124805818,-1.0450643624517937,-2.2973012770837697,-8.403998377925586,-15.830923771782734,-21.079176719267956,-21.779276969900177,-290.1490860310774,-12.089545251294892,2.6356168012691787
European Union,2020-12-28,450146793,121.40188198331984,121.40188198331984,121.40188198331984,121.40188198331984,121.40188198331984,121.40188198331984,121.40188198331984,3277.8508135496354,121.40188198331984,84.69244720355033
North America,2020-12-28,376744184,134.43097044525481,134.43097044525481,134.43097044525481,134.43097044525481,134.43097044525481,134.43097044525481,134.43097044525481,268.86194089050963,134.43097044525481,95.41514620966252
Latin America and Caribbean,2021-01-04,660385158,130.63272856721989,131.2486069976101,131.08498653890376,130.63272856721989,128.06626965967823,126.9987779008615,126.78224673378116,6499.858301409504,124.99727502710584,90.69489757773549
Asia,2021-01-04,4694897197,39.969412224964174,61.18274989365959,60.30160818322451,49.68367353663328,36.543801311700626,24.914778549419935,21.915251309156538,169.78121190321087,3.4649226919022627,7.261378272943683
Oceania,2021-01-04,45038907,-15.007841511622319,-0.7307403786342643,-1.8715093480757383,-8.182754894884537,-15.663726949508836,-21.120826121608598,-21.621827484197134,-285.222349285387,-11.884264553557792,2.6578264876632107
European Union,2021-01-04,450146793,125.74458414665457,125.74458414665457,125.74458414665457,125.74458414665457,125.74458414665457,125.74458414665457,125.74458414665457,3395.103771959674,125.74458414665457,89.95672884867137
North America,2021-01-04,376744184,140.9345410809676,140.9345410809676,140.9345410809676,140.9345410809676,140.9345410809676,140.9345410809676,140.9345410809676,281.8690821619352,140.9345410809676,101.04177640072076
Latin America and Caribbean,2021-01-11,660385158,137.9379156014831,138.49607795228317,138.47026758437474,137.9379156014831,135.31037334141286,134.24141277337947,133.99383287690236,6867.9118225775355,132.07522735726027,93.90741753567191
Asia,2021-01-11,4694897197,40.88109282078525,62.545739228891506,61.82740745819359,50.74282385596198,37.36581232875183,25.613431213033056,22.265195931275507,173.87828678387092,3.5485364649769573,7.42662169946551
Oceania,2021-01-11,45038907,-15.037323566748796,-0.4054350202443765,-1.7336235395738255,-8.212865957867395,-15.726590926929894,-21.35398868365468,-21.77404543952783,-286.87658929388465,-11.953191220578526,2.677813651206056
European Union,2021-01-11,450146793,129.7670870574161,129.7670870574161,129.7670870574161,129.7670870574161,129.7670870574161,129.7670870574161,129.7670870574161,3503.711350550235,129.7670870574161,95.37074142834113
North America,2021-01-11,376744184,147.40471151073626,147.40471151073626,147.40471151073626,147.40471151073626,147.40471151073626,147.40471151073626,147.40471151073626,294.8094230214725,147.40471151073626,107.28872114453132
Latin America and Caribbean,2021-01-18,660385158,145.6924400376449,146.32265269185038,146.1525859194787,145.6924400376449,143.0039901175322,141.88896732690512,141.67270680297833,7259.688055373598,139.6093856802615,97.40916567762517
Asia,2021-01-18,4694897197,41.80341928023424,64.08143518462293,63.446224726519745,51.800387838046824,38.1555430031806,26.14384190882647,22.5965765180698,177.76603297735653,3.627878224027685,7.603920597624962
Oceania,2021-01-18,45038907,-14.534784659666354,0.4585609795444454,-1.1884194484046753,-7.547910713161408,-15.169765422039603,-21.01266315376348,-21.409501164430697,-275.093558278021,-11.462231594917544,2.6955782918977143
European Union,2021-01-18,450146793,134.44056280168473,134.44056280168473,134.44056280168473,134.44056280168473,134.44056280168473,134.44056280168473,134.44056280168473,3629.895195645487,134.44056280168473,100.80830365929098
North America,2021-01-18,376744184,153.2888078632472,153.2888078632472,153.2888078632472,153.2888078632472,153.2888078632472,153.2888078632472,153.2888078632472,306.5776157264944,153.2888078632472,113.78703061810239
Latin America and Caribbean,2021-01-25,660385158,152.2932920562795,152.97479672314418,152.81364236611824,152.2932920562795,149.54308785906383,148.3586557461429,148.17379938066082,7591.455262345977,145.98952427588415,101.36564844885059
Asia,2021-01-25,4694897197,42.63469753231112,65.16001667190868,64.64787138788896,52.850618281329304,38.956506614942505,26.76018063659974,22.906508791433364,181.72544563179935,3.7086825639142726,7.770761162419548
Oceania,2021-01-25,45038907,-14.644509926130366,0.8489002300862719,-1.1961016273423828,-7.556380429691764,-15.17860825297909,-21.248691390536692,-21.657239300175014,-277.7247314079196,-11.571863808663318,2.7022458604512765
European Union,2021-01-25,450146793,138.08341178031213,138.08341178031213,138.08341178031213,138.08341178031213,138.08341178031213,138.08341178031213,138.08341178031213,3728.2521180684275,138.08341178031213,106.24963688234028
North America,2021-01-25,376744184,158.1829751980351,158.1829751980351,158.1829751980351,158.1829751980351,158.1829751980351,158.1829751980351,158.1829751980351,316.3659503960702,158.1829751980351,119.9195730649952
Latin America and Caribbean,2021-02-01,660385158,158.03349763072399,158.76689696306246,158.51860568604536,158.03349763072399,155.2269877348989,153.94432409293356,153.8123162239219,7879.412734044616,151.52716796239645,105.39572191091955
Asia,2021-02-01,4694897197,43.384427956248985,66.19306826718443,65.74765918275247,53.82876114234951,39.78741790223976,27.287109939858983,23.471106233308856,183.92129052853124,3.7534957250720655,7.939582792956307
Oceania,2021-02-01,45038907,-14.281953672126571,1.5156420780322943,-0.6007778681718416,-7.116285317962677,-14.70475021054489,-21.013736185449268,-21.36678945103924,-268.93859512534317,-11.205774796889301,2.711135951856025
European Union,2021-02-01,450146793,140.2153054944717,140.2153054944717,140.2153054944717,140.2153054944717,140.2153054944717,140.2153054944717,140.2153054944717,3785.813248350736,140.2153054944717,111.33841888772493
North America,2021-02-01,376744184,162.46240178874297,162.46240178874297,162.46240178874297,162.46240178874297,162.46240178874297,162.46240178874297,162.46240178874297,324.92480357748593,162.46240178874297,126.0144254808191
Latin America and Caribbean,2021-02-08,660385158,162.98855768113734,163.77204331160382,163.41820318210142,162.98855768113734,160.08891046163404,158.7716850197684,158.66950832271382,8126.543107082143,156.27967513619507,109.12627259055792
Asia,2021-02-08,4694897197,44.051694054504246,67.2945002891641,66.38269057956605,54.87286536821712,40.4831257072271,27.69212305459238,23.999923584141747,185.4189440636373,3.784060082931373,8.082589438645806
Oceania,2021-02-08,45038907,-14.199133851922424,1.797158329217562,-0.3062216309831873,-6.859925761545791,-14.563134698943127,-21.055042404161636,-21.351672834106186,-266.87553496004466,-11.119813956668528,2.7178035204095874
European Union,2021-02-08,450146793,141.61917373243216,141.61917373243216,141.61917373243216,141.61917373243216,141.61917373243216,141.61917373243216,141.61917373243216,3823.717690775669,141.61917373243216,115.84961708257688
North America,2021-02-08,376744184,165.25036540838607,165.25036540838607,165.25036540838607,165.25036540838607,165.25036540838607,165.25036540838607,165.25036540838607,330.50073081677215,165.25036540838607,131.5417832701035
Latin America and Caribbean,2021-02-15,660385158,167.67888855753625,168.49939340864557,168.09531715633062,167.67888855753625,164.69885713692074,163.40594953564425,163.27877407052628,8360.84359860175,160.78545381926443,112.70116092867529
Asia,2021-02-15,4694897197,44.738534681457054,68.40330597877016,66.975730173667,55.861017532650884,41.2447495700037,28.09176469676195,24.469274671943843,188.13097882175356,3.839407731056195,8.21343415669257
Oceania,2021-02-15,45038907,-14.282641594255573,1.8970048387407468,-0.22224830409642246,-6.81713702650538,-14.719553343531537,-21.2588972247649,-21.462246003670387,-269.02216842696504,-11.209257017790211,2.7222485661119613
European Union,2021-02-15,450146793,142.7846012328323,142.7846012328323,142.7846012328323,142.7846012328323,142.7846012328323,142.7846012328323,142.7846012328323,3855.184233286472,142.7846012328323,119.68770174044093
North America,2021-02-15,376744184,167.61465515741494,167.61465515741494,167.61465515741494,167.61465515741494,167.61465515741494,167.61465515741494,167.61465515741494,335.2293103148299,167.61465515741494,137.0834757199596
Latin America and Caribbean,2021-02-22,660385158,172.0923819853592,172.96144652391783,172.5568950451924,172.0923819853592,169.1223336192893,167.76293390115296,167.64950599019045,8582.48475049398,165.0477836633458,115.96168453965568
Asia,2021-02-22,4694897197,45.40729570939583,69.48914656277266,67.74304166834649,57.042119773118024,41.90325066655462,28.537430058058778,24.941642010127897,189.9593765531313,3.876721970472067,8.340508334244577
Oceania,2021-02-22,45038907,-14.236814027870743,2.119369594893439,0.04656100563470583,-6.633836855489424,-14.557404476706232,-21.342394939041245,-21.449703432327762,-268.22024010929334,-11.175843337887223,2.731138657516711
European Union,2021-02-22,450146793,143.2164161906827,143.2164161906827,143.2164161906827,143.2164161906827,143.2164161906827,143.2164161906827,143.2164161906827,3866.8432371484328,143.2164161906827,122.95596694387645
North America,2021-02-22,376744184,169.3765909937068,169.3765909937068,169.3765909937068,169.3765909937068,169.3765909937068,169.3765909937068,169.3765909937068,338.7531819874136,169.3765909937068,140.623808010796
Latin America and Caribbean,2021-03-01,660385158,177.86371133070978,178.8507321999789,178.3324654320899,177.86371133070978,174.89488553483704,173.4592514407277,173.38513519862417,8873.134037652359,170.63719303177612,119.15800046897277
Asia,2021-03-01,4694897197,46.207283324136334,70.68080472822541,68.61628818298134,57.935716084455514,42.375656947944336,29.097313057406247,25.486446085214403,196.40407692886427,4.008246467936005,8.468051126956338
Oceania,2021-03-01,45038907,-14.00588298384752,2.350493831604891,0.39491017431861725,-6.286192366419722,-14.504014742551828,-21.300530282270714,-21.4611235464415,-263.04219171975336,-10.960091321656389,2.737806226070273
European Union,2021-03-01,450146793,143.1237538085313,143.1237538085313,143.1237538085313,143.1237538085313,143.1237538085313,143.1237538085313,143.1237538085313,3864.3413528303445,143.1237538085313,125.9989725173939
North America,2021-03-01,376744184,170.3963402501491,170.3963402501491,170.3963402501491,170.3963402501491,170.3963402501491,170.3963402501491,170.3963402501491,340.7926805002982,170.3963402501491,144.20103695615379
Latin America and Caribbean,2021-03-08,660385158,183.51814264334382,184.68463366912576,184.02213123106785,183.51814264334382,180.51399060476726,179.06670512850974,178.9992716846415,9159.207762660786,176.13861082039972,122.48484749662813
Asia,2021-03-08,4694897197,47.03385456244283,71.95949980498258,69.74604023111729,58.97111584263394,42.85083039658898,29.64010044701719,26.14870074370817,202.98224391178948,4.142494773709989,8.584731381499513
Oceania,2021-03-08,45038907,-13.85272933140663,2.5642711099618323,0.8273767072326805,-5.943308901062686,-14.407898107416349,-21.20122374508129,-21.588772119433813,-258.5995075343224,-10.774979480596768,2.7444737946238353
European Union,2021-03-08,450146793,144.08037580948556,144.08037580948556,144.08037580948556,144.08037580948556,144.08037580948556,144.08037580948556,144.08037580948556,3890.17014685611,144.08037580948556,128.95001253513317
North America,2021-03-08,376744184,170.8251543895421,170.8251543895421,170.8251543895421,170.8251543895421,170.8251543895421,170.8251543895421,170.8251543895421,341.6503087790842,170.8251543895421,146.94613653279384
Latin America and Caribbean,2021-03-15,660385158,189.10216096934388,190.4316914525884,189.6518367517399,189.10216096934388,186.0894252658179,184.57874789422468,184.48313360164028,9440.569045802573,181.54940472697257,126.10894469355515
Asia,2021-03-15,4694897197,47.96223796370904,73.43317508518412,71.053338688407493,60.07942804706203,43.60507247150215,30.32592194168754,26.849339914361757,210.3595197660223,4.293051423796373,8.7079287116497
Oceania,2021-03-15,45038907,-13.613076621401724,2.831829936214273,1.351100627185083,-5.363586149761705,-14.229725386433712,-20.964661911931536,-21.61042764908945,-252.29176920803505,-10.512157050334794,2.7489188403262097
European Union,2021-03-15,450146793,146.06128590305764,146.06128590305764,146.06128590305764,146.06128590305764,146.06128590305764,146.06128590305764,146.06128590305764,3943.6547193825554,146.06128590305764,132.09654078330843
North America,2021-03-15,376744184,171.11578457756713,171.11578457756713,171.11578457756713,171.11578457756713,171.11578457756713,171.11578457756713,171.11578457756713,342.23156915513425,171.11578457756713,149.19036467461433
Latin America and Caribbean,2021-03-22,660385158,194.79207808668679,196.24979638310435,195.40530452782275,194.79207808668679,191.76687991163848,190.23019507484327,190.05831710163898,9725.36859519322,187.02631913833116,130.1629431330537
Asia,2021-03-22,4694897197,49.01143740724847,74.87033538642626,72.50396823040377,61.24887099187351,44.57699049696708,31.178401064707995,27.419301279899933,215.62079690753325,4.400424426684352,8.893427704163637
Oceania,2021-03-22,45038907,-13.447807604178225,2.891035761835848,1.617617129512378,-4.97418083614372,-13.986821261290851,-20.898857438320377,-21.81892872615365,-249.75676897239455,-10.40653204051644,2.7511413631773967
European Union,2021-03-22,450146793,149.08896564450325,149.08896564450325,149.08896564450325,149.08896564450325,149.08896564450325,149.08896564450325,149.08896564450325,4025.402072401588,149.08896564450325,135.4401154203047
North America,2021-03-22,376744184,171.6631937793327,171.6631937793327,171.6631937793327,171.6631937793327,171.6631937793327,171.6631937793327,171.6631937793327,343.3263875586654,171.6631937793327,150.84188293667194
Latin America and Caribbean,2021-03-29,660385158,200.61272513135248,202.14309316932216,201.26517635319453,200.61272513135248,197.51873937169387,195.98166931232166,195.74766503495485,10014.764573344512,192.5916264104714,134.56613112838414
Asia,2021-03-29,4694897197,50.77403598697585,76.83907680673218,74.24481342713285,63.13107808664668,45.647805243221974,32.864676566295735,28.336429911573358,223.38172367023267,4.558810687147605,9.058521883541042
Oceania,2021-03-29,45038907,-13.10124489563583,3.125597407797307,2.0245840880414203,-4.480590250740919,-13.621953424427346,-20.689940513052807,-21.357793976382386,-243.77941166534464,-10.157475486056027,2.753363886028584
European Union,2021-03-29,450146793,152.99636730368331,152.99636730368331,152.99636730368331,152.99636730368331,152.99636730368331,152.99636730368331,152.99636730368331,4130.90191719945,152.99636730368331,139.00917205912427
North America,2021-03-29,376744184,171.8353350778252,171.8353350778252,171.8353350778252,171.8353350778252,171.8353350778252,171.8353350778252,171.8353350778252,343.6706701556504,171.8353350778252,152.55498171140977
Latin America and Caribbean,2021-04-05,660385158,206.83926979944354,208.40282687728947,207.5092341105816,206.83926979944354,203.67492547627134,202.08939696515895,201.83111046137822,10321.90383401535,198.49815065414128,139.46493747012204
Asia,2021-04-05,4694897197,53.09847935699564,79.10253436618909,77.05327413709571,65.65732320604958,47.921175555021556,34.780287205938784,29.807316200916652,237.5244617511944,4.847437994922334,9.277056977484229
Oceania,2021-04-05,45038907,-13.187483391274961,2.9758996645241353,1.8088448629484335,-4.36655298682387,-13.867411777227224,-20.980811698850037,-21.808919918222653,-248.37020172589428,-10.348758405245595,2.757808931730959
European Union,2021-04-05,450146793,156.82827358995738,156.82827358995738,156.82827358995738,156.82827358995738,156.82827358995738,156.82827358995738,156.82827358995738,4234.36338692885,156.82827358995738,142.8374801283989
North America,2021-04-05,376744184,172.70901341716555,172.70901341716555,172.70901341716555,172.70901341716555,172.70901341716555,172.70901341716555,172.70901341716555,345.4180268343311,172.70901341716555,153.98751875622847
Latin America and Caribbean,2021-04-12,660385158,213.26137142014394,214.9267069099594,213.9663102073045,213.26137142014394,210.00073940992598,208.42457909233187,208.18888420322176,10640.261981992955,204.62042273063378,144.85603697754013
Asia,2021-04-12,4694897197,55.875057279239975,81.9628992929183,81.45528393928818,68.30216466482656,49.779407078148544,37.19075265101105,31.691393323821544,251.46827321868378,5.1320055758915055,9.580045826933151
Oceania,2021-04-12,45038907,-12.759563478919036,3.5752648188787295,2.2471723665773196,-3.602181426564085,-13.663223289865499,-20.4214742545416,-21.610598174829246,-239.05301662177135,-9.960542359240474,2.757808931730959
European Union,2021-04-12,450146793,160.55002025547856,160.55002025547856,160.55002025547856,160.55002025547856,160.55002025547856,160.55002025547856,160.55002025547856,4334.850546897922,160.55002025547856,146.8317336207258
North America,2021-04-12,376744184,173.18889669263837,173.18889669263837,173.18889669263837,173.18889669263837,173.18889669263837,173.18889669263837,173.18889669263837,346.37779338527673,173.18889669263837,155.36006761553617
Latin America and Caribbean,2021-04-19,660385158,219.5535634030021,221.4112583596322,220.3197076594177,219.5535634030021,216.2021481120966,214.6209851088175,214.48894197075606,10952.519467928327,210.62537438323704,150.4374784368892
Asia,2021-04-19,4694897197,59.40229704737467,86.18806977454942,85.16725638285767,71.72349917090577,52.78385444756617,39.685613872203014,34.08563897856981,266.92837305230586,5.447517817393997,9.984165942963031
Oceania,2021-04-19,45038907,-12.383284727458557,4.257038460325751,2.6496816756614647,-3.029614860306595,-13.276034321150023,-19.957738294410845,-21.531823946120802,-231.66483037190568,-9.652701265496068,2.7622539774333332
European Union,2021-04-19,450146793,164.26359180999768,164.26359180999768,164.26359180999768,164.26359180999768,164.26359180999768,164.26359180999768,164.26359180999768,4435.116978869937,164.26359180999768,150.63893657462975
North America,2021-04-19,376744184,174.26886886025983,174.26886886025983,174.26886886025983,174.26886886025983,174.26886886025983,174.26886886025983,174.26886886025983,348.53773772051966,174.26886886025983,156.70103191294388
Latin America and Caribbean,2021-04-26,660385158,225.6321860410803,227.6106472298765,226.46599630790956,225.6321860410803,222.18440746254333,220.6341516361231,220.49934627171498,11254.313201638262,216.42910003150504,155.68805328399984
Asia,2021-04-26,4694897197,63.43490506262182,91.8398942630378,89.10093497349048,75.9819646392591,56.64826311120621,42.51554719157966,36.984357041149714,282.5839762082555,5.767019922617459,10.581985593155471
Oceania,2021-04-26,45038907,-11.459714584496187,5.208510398541252,3.829778317989678,-2.0706393342134475,-12.626585340461151,-19.394153432898026,-21.001266232353935,-219.17172450220994,-9.132155187592081,2.7622539774333332
